"","X","Y","Presence","Annual.Mean.Temperature","Mean.Diurnal.Range","Isothermality","Temperature.Seasonality","Max.Temperature.of.Warmest.Month","Min.Temperature.of.Coldest.Month","Temperature.Annual.Range","Mean.Temperature.of.Wettest.Quarter","Mean.Temperature.of.Driest.Quarter","Mean.Temperature.of.Warmest.Quarter","Mean.Temperature.of.Coldest.Quarter","Annual.Precipitation","Precipitation.of.Wettest.Month","Precipitation.of.Driest.Month","Precipitation.Seasonality","Precipitation.of.Wettest.Quarter","Precipitation.of.Driest.Quarter","Precipitation.of.Warmest.Quarter","Precipitation.of.Coldest.Quarter"
"73340",145.3177,-37.95296,1,140,101,48,3710,258,50,208,115,188,188,92,930,95,51,18,275,167,167,250
"73341",143.1587,-37.42243,1,129,117,49,4115,267,31,236,84,182,182,77,626,73,31,26,207,106,106,186
"73342",145.1953,-38.01006,1,147,97,48,3568,259,60,199,122,193,193,101,745,78,44,17,220,140,140,197
"73343",145.2533,-37.50763,1,132,109,47,4210,264,35,229,104,186,186,79,976,106,53,21,297,164,164,280
"73344",146.1992,-37.657,1,89,105,46,4259,223,-3,226,41,144,144,35,1794,219,68,31,615,248,248,603
"73345",145.1833,-38.0414,1,147,97,48,3568,259,60,199,122,193,193,101,745,78,44,17,220,140,140,197
"73346",145.1772,-38.3169,1,145,88,47,3310,248,64,184,121,188,188,102,795,87,41,24,246,137,137,234
"73347",141.22,-37.7303,1,138,108,51,3319,258,50,208,96,181,181,96,722,97,24,39,272,88,88,272
"73348",141.2161,-37.7627,1,138,107,52,3261,255,51,204,96,180,180,96,728,98,24,40,276,88,88,276
"73349",141.2088,-37.5369,1,137,116,51,3560,268,44,224,97,183,183,92,694,94,23,40,263,83,83,260
"73350",143.5249,-38.4494,1,127,93,49,3327,235,46,189,84,171,171,84,1100,134,43,31,376,158,158,376
"73351",143.1936,-38.3835,1,132,98,50,3376,245,49,196,95,177,177,89,956,121,39,31,328,134,134,323
"73352",149.1831,-37.3319,1,129,103,49,3775,238,28,210,145,177,177,80,907,96,65,12,255,209,209,228
"73353",141.712,-38.16152,1,137,96,53,2957,238,57,181,99,176,176,99,789,105,27,36,288,103,103,288
"73354",146.9961,-38.45468,1,136,101,50,3330,240,41,199,148,178,178,92,680,66,38,15,193,141,141,174
"73355",145.115,-37.62757,1,142,106,48,3965,265,47,218,135,193,193,91,738,74,48,16,216,146,146,180
"73356",145.6216,-37.99147,1,133,104,48,3746,255,39,216,107,181,181,84,1103,117,54,21,339,187,187,309
"73357",145.6853,-37.92911,1,129,106,48,3794,253,34,219,104,178,178,80,1214,130,56,22,378,200,200,347
"73358",144.4658,-37.89114,1,142,100,49,3644,253,49,204,134,189,189,95,485,52,30,15,143,103,103,114
"73359",145.395,-37.83449,1,129,102,47,3868,251,37,214,102,178,178,79,1195,122,61,20,356,206,206,333
"73360",145.3403,-38.04191,1,144,99,49,3588,258,56,202,119,190,190,98,842,88,46,19,255,151,151,228
"73361",145.2378,-38.03861,1,147,97,48,3575,260,59,201,122,193,193,100,773,80,45,18,229,144,144,205
"73362",145.4146,-37.82123,1,134,104,48,3883,257,41,216,107,183,183,83,1097,112,57,20,329,189,189,303
"73363",143.7553,-38.04845,1,135,103,49,3594,252,45,207,109,182,182,89,610,67,34,21,193,105,105,173
"73364",145.8777,-38.59349,1,134,92,48,3220,239,51,188,98,176,176,93,994,108,38,26,314,159,159,313
"73365",143.1244,-37.42623,1,128,117,49,4101,266,31,235,83,181,181,76,634,74,31,26,210,108,108,190
"73366",146.3089,-37.92542,1,115,114,50,3876,242,14,228,89,164,164,64,1358,142,65,20,414,239,239,389
"73367",146.7148,-38.01813,1,136,117,51,3711,257,30,227,150,183,183,88,725,73,41,15,213,151,151,175
"73368",146.4766,-38.02182,1,119,115,50,3780,244,17,227,94,167,167,70,1186,120,65,16,344,232,232,311
"73369",143.2664,-37.26408,1,116,117,48,4320,258,17,241,69,172,172,62,846,106,36,32,293,123,123,281
"73370",143.7216,-37.65908,1,120,108,48,3998,249,27,222,92,172,172,70,773,88,41,23,247,128,128,226
"73371",141.3127,-38.21103,1,136,85,51,2727,227,62,165,101,169,172,101,800,109,23,41,314,98,100,314
"73372",142.5193,-36.94884,1,141,125,49,4352,286,35,251,86,196,196,86,543,65,27,30,181,85,87,181
"73373",141.2341,-37.56407,1,138,115,52,3493,266,46,220,99,183,183,94,692,93,23,40,261,84,84,258
"73374",148.2361,-37.77044,1,144,104,51,3409,248,46,202,157,187,187,99,819,81,46,15,232,164,164,207
"73375",142.2682,-38.31274,1,138,91,51,3004,236,58,178,104,177,177,99,766,95,28,33,269,106,106,268
"73376",142.4771,-37.43609,1,126,116,50,3930,262,31,231,82,177,177,76,733,90,32,30,248,108,108,238
"73377",147.3103,-38.21815,1,139,106,51,3401,244,40,204,152,182,182,94,647,66,36,15,190,138,138,156
"73378",141.6412,-37.23356,1,134,124,51,3902,275,35,240,91,185,185,85,652,86,23,39,243,80,80,240
"73379",141.6665,-38.09389,1,135,98,52,2974,239,53,186,97,174,174,97,818,109,27,36,299,106,106,299
"73380",145.1907,-37.84708,1,143,101,48,3746,261,53,208,118,191,191,95,860,88,50,17,247,160,160,225
"73381",143.781,-37.74733,1,121,106,48,3904,248,29,219,93,172,172,72,770,86,43,21,244,132,132,221
"73382",145.2224,-37.93957,1,145,100,48,3663,261,56,205,120,192,192,98,827,85,48,17,241,153,153,218
"73383",145.1912,-38.01816,1,147,97,48,3568,259,60,199,122,193,193,101,745,78,44,17,220,140,140,197
"73384",145.4231,-37.52319,1,126,108,46,4274,259,29,230,78,181,181,71,1191,136,55,25,380,185,185,367
"73385",145.2654,-37.4954,1,122,106,46,4297,255,26,229,74,177,177,67,1230,144,56,27,401,183,183,391
"73386",145.3186,-38.0479,1,145,98,48,3560,258,57,201,120,191,191,99,815,85,45,19,245,148,148,221
"73387",146.3674,-38.0505,1,126,114,50,3742,249,24,225,101,173,173,77,1070,111,48,19,319,200,200,289
"73388",141.9621,-37.7727,1,132,109,51,3422,255,44,211,93,177,177,88,682,89,25,33,242,94,94,237
"73389",141.2944,-38.1565,1,131,89,51,2848,228,54,174,94,165,168,94,859,116,25,41,334,106,108,334
"73390",141.219,-37.7363,1,138,108,51,3319,258,50,208,96,181,181,96,722,97,24,39,272,88,88,272
"73391",141.2766,-37.5651,1,136,115,51,3534,266,44,222,97,182,182,92,700,94,23,39,264,85,85,260
"73392",141.3783,-37.3604,1,134,121,51,3742,271,37,234,92,182,182,86,693,92,22,40,262,83,83,257
"73393",143.2285,-38.7,1,133,84,49,3018,230,59,171,95,174,174,95,1079,137,42,33,378,148,148,378
"73394",144.2232,-37.8316,1,125,100,47,3800,244,35,209,98,174,174,77,748,77,48,15,228,149,149,195
"73395",141.7416,-38.2172,1,135,90,52,2871,231,58,173,98,173,173,98,822,109,28,37,304,108,108,304
"73396",145.2907,-38.1469,1,143,94,47,3495,254,58,196,119,188,188,98,832,88,45,20,252,149,149,231
"73397",146.0034,-38.3041,1,122,103,49,3544,239,29,210,82,167,167,76,1117,119,52,23,347,183,183,331
"73398",143.845,-37.74417,1,122,106,48,3908,248,31,217,95,174,174,73,752,84,43,21,239,131,131,213
"73399",145.1342,-37.99015,1,147,97,48,3582,259,59,200,122,193,193,100,763,80,46,17,223,142,142,201
"73400",145.5521,-37.76082,1,140,110,49,3912,266,42,224,114,190,190,89,1105,117,55,22,343,182,182,308
"73401",145.0487,-37.77879,1,148,102,48,3780,264,55,209,141,196,196,99,718,74,46,16,211,145,145,169
"73402",146.2499,-37.45727,1,118,121,49,4341,259,14,245,69,173,173,62,1339,174,49,34,472,181,181,469
"73403",145.6611,-37.38176,1,116,106,45,4466,254,20,234,59,173,173,59,1372,175,50,34,484,185,185,484
"73404",146.4077,-37.94939,1,114,115,50,3855,242,13,229,89,163,163,64,1344,138,71,17,400,249,249,373
"73405",143.2783,-37.39632,1,127,118,49,4190,266,28,238,81,181,181,74,663,79,33,26,219,108,108,201
"73406",146.0083,-38.28196,1,119,103,48,3586,237,26,211,78,165,165,72,1167,124,55,22,361,193,193,343
"73407",146.0287,-38.29295,1,122,103,49,3544,239,29,210,82,167,167,76,1117,119,52,23,347,183,183,331
"73408",145.7688,-38.37882,1,130,96,48,3412,242,43,199,92,174,174,86,1145,121,49,24,354,182,182,348
"73409",144.2612,-36.80431,1,141,120,46,4799,285,29,256,88,201,202,80,610,72,31,27,200,102,106,195
"73410",142.031,-38.20421,1,136,94,51,2996,238,56,182,98,175,175,98,755,97,28,34,267,103,103,267
"73411",142.1744,-38.31372,1,138,91,51,2951,235,58,177,100,176,176,100,758,96,28,34,268,104,104,268
"73412",145.0498,-37.78241,1,148,102,48,3780,264,55,209,141,196,196,99,718,74,46,16,211,145,145,169
"73413",145.2123,-37.72822,1,145,106,48,3880,267,50,217,139,195,195,95,796,81,48,17,231,149,149,202
"73414",144.4375,-38.14913,1,145,92,48,3357,245,57,188,120,188,188,101,565,57,35,15,166,112,112,148
"73415",142.717,-37.00293,1,138,121,48,4323,282,35,247,90,194,194,83,591,70,28,30,200,90,90,195
"73416",148.8376,-37.43995,1,118,106,49,3820,231,16,215,112,166,166,68,949,99,65,13,264,199,199,252
"73417",147.8889,-37.88533,1,144,103,52,3315,246,48,198,157,186,186,101,719,73,35,16,211,144,144,176
"73418",146.9,-38.36902,1,128,105,51,3445,237,32,205,141,172,172,83,780,76,44,14,221,161,161,198
"73419",143.6259,-37.70901,1,126,109,49,3934,254,33,221,99,178,178,76,681,75,38,21,214,119,119,191
"73420",142.637,-37.14917,1,137,120,49,4202,279,36,243,91,191,191,84,596,72,29,29,201,93,97,196
"73421",141.2108,-37.72636,1,138,108,51,3319,258,50,208,96,181,181,96,722,97,24,39,272,88,88,272
"73422",144.1835,-37.45041,1,107,106,46,4232,242,13,229,60,162,162,54,1135,143,48,34,399,155,155,394
"73423",145.4519,-38.52916,1,140,87,47,3175,243,61,182,107,182,182,99,916,102,40,27,292,144,144,289
"73424",143.9131,-37.54097,1,117,109,48,4128,249,22,227,88,171,171,65,864,102,45,26,279,138,138,264
"73425",145.2254,-37.75184,1,143,104,48,3838,264,49,215,116,192,192,93,867,88,52,17,250,161,161,225
"73426",144.8042,-37.84034,1,147,99,49,3646,257,55,202,140,194,194,100,586,63,35,15,174,121,121,137
"73427",145.5843,-38.5982,1,139,89,48,3136,242,59,183,99,180,180,99,947,106,39,29,308,143,143,308
"73428",146.0102,-38.31374,1,122,103,49,3544,239,29,210,82,167,167,76,1117,119,52,23,347,183,183,331
"73429",143.7878,-37.74807,1,121,106,48,3904,248,29,219,93,172,172,72,770,86,43,21,244,132,132,221
"73430",145.0533,-37.47139,1,135,109,47,4195,265,36,229,106,188,188,81,805,84,48,18,241,147,147,223
"73431",145.0693,-37.77922,1,148,102,48,3780,264,55,209,141,196,196,99,718,74,46,16,211,145,145,169
"73432",145.2098,-37.60485,1,141,108,48,4059,268,44,224,114,193,193,89,787,78,47,17,231,148,148,200
"73433",145.2394,-37.49874,1,123,106,46,4291,256,27,229,75,178,178,68,1205,140,56,27,391,181,181,381
"73434",146.6806,-37.9569,1,133,119,51,3790,257,26,231,148,181,181,84,816,83,45,15,238,168,168,201
"73435",146.8151,-37.8694,1,126,120,51,3885,253,20,233,142,176,176,76,886,89,51,14,259,184,184,218
"73436",141.3244,-38.2162,1,136,85,51,2727,227,62,165,101,169,172,101,800,109,23,41,314,98,100,314
"73437",145.2843,-38.0183,1,146,98,48,3597,260,57,203,121,192,192,99,800,83,46,18,239,147,147,214
"73438",144.1837,-37.0566,1,136,121,47,4627,282,27,255,104,195,195,77,613,72,33,25,197,104,111,189
"73439",141.4671,-38.3261,1,134,81,51,2671,220,62,158,99,165,169,99,823,111,22,41,320,100,108,320
"73440",141.3897,-38.0355,1,131,97,51,3013,237,50,187,92,170,170,92,840,112,26,39,319,106,106,319
"73441",141.4972,-37.9603,1,135,101,52,3077,244,52,192,96,175,175,96,790,106,26,38,295,101,101,295
"73442",141.8477,-38.1184,1,136,97,52,3051,240,54,186,97,176,176,97,760,100,28,34,271,102,102,271
"73443",141.5204,-37.9198,1,134,103,52,3132,246,49,197,94,175,175,94,793,106,27,37,294,101,101,294
"73444",141.2551,-37.5894,1,137,113,51,3491,264,46,218,98,183,183,93,698,94,23,39,264,85,85,260
"73445",141.2546,-37.6458,1,138,112,52,3410,263,48,215,100,182,182,95,699,94,23,39,264,85,85,261
"73446",141.3675,-37.2941,1,133,122,51,3788,272,36,236,91,183,183,86,696,93,22,40,264,82,82,260
"73447",143.4374,-38.7771,1,135,78,48,2904,225,64,161,98,173,173,98,1055,132,44,32,368,150,150,368
"73448",143.5259,-38.453,1,127,93,49,3327,235,46,189,84,171,171,84,1100,134,43,31,376,158,158,376
"73449",143.4772,-38.4499,1,130,93,49,3311,238,49,189,87,173,173,87,1037,127,41,31,354,148,148,354
"73450",144.2073,-37.8022,1,125,100,47,3796,245,35,210,98,174,174,77,745,77,48,15,227,147,147,195
"73451",144.2535,-37.1038,1,131,119,47,4606,276,24,252,80,189,190,72,701,84,36,27,230,113,121,225
"73452",143.2189,-38.4186,1,131,95,49,3328,241,50,191,94,176,176,89,1001,126,41,31,343,140,140,340
"73453",144.2898,-38.277,1,141,91,48,3304,242,56,186,117,184,184,98,595,61,36,17,180,113,113,164
"73454",146.8976,-38.2548,1,130,108,51,3507,242,31,211,143,175,175,84,739,73,42,14,213,155,155,183
"73455",149.8761,-37.4923,1,143,65,43,2957,218,68,150,131,177,181,104,951,97,67,11,270,213,215,250
"73456",143.2062,-38.31506,1,134,101,49,3463,251,48,203,95,180,180,90,860,108,37,30,292,123,123,285
"73457",145.8849,-37.67431,1,119,112,48,4097,252,20,232,73,171,171,66,1450,171,53,29,489,211,211,474
"73458",144.544,-37.4197,1,122,108,47,4162,253,24,229,75,175,175,69,873,100,50,22,277,153,153,261
"73459",145.541,-38.43659,1,140,92,48,3258,246,57,189,105,183,183,98,947,104,42,26,296,152,152,292
"73460",144.1678,-38.33755,1,138,90,48,3283,238,54,184,114,181,181,95,652,71,37,21,202,114,114,191
"73461",146.0837,-37.91577,1,115,112,49,3879,244,16,228,71,164,164,64,1407,153,57,24,447,228,228,427
"73462",146.4478,-37.91804,1,113,115,50,3883,240,12,228,87,162,162,62,1358,139,74,17,402,254,254,374
"73463",144.1867,-37.51716,1,113,106,46,4137,245,19,226,67,167,167,61,979,117,49,27,323,152,152,312
"73464",144.2931,-37.38989,1,109,107,46,4270,245,14,231,55,164,164,55,1151,145,51,34,405,159,159,405
"73465",146.4047,-38.17739,1,134,111,50,3616,252,33,219,110,180,180,86,801,82,39,19,241,147,147,217
"73466",145.2476,-37.67377,1,141,106,48,3957,265,46,219,114,192,192,90,839,85,50,17,244,156,156,215
"73467",143.7276,-37.04528,1,138,123,48,4621,284,29,255,87,197,198,80,577,68,31,25,183,99,105,181
"73468",144.2607,-37.37923,1,108,107,46,4273,244,12,232,60,163,163,54,1161,147,49,35,412,157,157,410
"73469",141.0742,-37.29297,1,138,121,51,3696,275,41,234,91,186,186,91,682,95,22,42,264,80,80,264
"73470",143.8384,-36.79035,1,145,124,47,4797,294,32,262,112,206,207,85,511,58,31,23,159,95,95,154
"73471",145.0843,-37.93979,1,146,98,48,3621,259,58,201,121,193,193,100,781,83,47,17,226,146,146,201
"73472",146.2442,-37.9097,1,113,114,49,3880,242,13,229,87,163,163,63,1411,152,63,22,439,237,237,419
"73473",146.2657,-37.92245,1,117,115,50,3842,245,16,229,92,166,166,67,1309,136,61,20,400,231,231,375
"73474",147.5255,-37.63244,1,128,117,51,3810,248,22,226,144,85,176,78,845,97,49,17,256,187,189,188
"73475",146.4219,-38.02877,1,118,114,50,3803,243,16,227,92,166,166,68,1238,124,68,16,361,240,240,330
"73476",147.9524,-37.69556,1,138,109,51,3549,248,38,210,152,183,183,92,808,86,46,16,243,168,168,190
"73477",146.7094,-38.5093,1,132,98,50,3313,236,41,195,108,174,174,89,798,77,42,16,223,156,156,215
"73478",142.3757,-37.0858,1,126,121,49,4232,270,26,244,73,181,181,73,818,107,34,38,298,108,108,298
"73479",149.2721,-37.56757,1,142,87,47,3355,236,54,182,106,184,184,98,994,105,67,14,287,204,204,276
"73480",149.2698,-37.56582,1,142,87,47,3355,236,54,182,106,184,184,98,994,105,67,14,287,204,204,276
"73481",149.5238,-37.41017,1,142,85,46,3333,234,53,181,135,184,184,98,924,99,63,14,253,207,207,233
"73482",148.4285,-37.74033,1,146,105,51,3418,251,48,203,108,189,189,101,879,88,53,15,250,175,175,229
"73483",145.5057,-37.6497,1,141,112,48,4044,271,41,230,114,192,192,88,1020,109,53,21,313,172,172,283
"73484",145.6097,-38.58597,1,139,89,48,3136,242,59,183,99,180,180,99,947,106,39,29,308,143,143,308
"73485",145.6603,-37.94851,1,131,106,48,3788,255,36,219,106,180,180,82,1174,125,55,22,365,194,194,334
"73486",145.9057,-37.26007,1,127,117,47,4554,271,23,248,69,185,185,69,1130,147,42,34,402,157,157,402
"73487",145.2419,-38.2528,1,145,90,47,3359,251,63,188,121,189,189,102,787,85,41,23,243,138,138,227
"73488",144.1137,-38.4273,1,137,89,48,3230,237,55,182,100,179,179,95,692,79,36,24,220,114,114,213
"73489",141.2062,-37.5899,1,138,113,52,3440,264,47,217,99,183,183,94,701,95,23,40,265,84,84,264
"73490",141.1368,-37.3606,1,137,120,51,3697,273,40,233,90,185,185,90,703,96,23,41,268,83,83,268
"73491",141.3726,-37.3525,1,134,121,51,3730,271,38,233,92,182,182,87,698,93,23,40,263,84,84,259
"73492",143.229,-38.4318,1,131,95,49,3328,241,50,191,94,176,176,89,1001,126,41,31,343,140,140,340
"73493",143.2199,-38.4409,1,131,95,49,3328,241,50,191,94,176,176,89,1001,126,41,31,343,140,140,340
"73494",143.722,-37.6726,1,118,107,48,3974,246,26,220,91,170,170,68,808,92,42,24,259,132,132,237
"73495",142.6797,-38.0409,1,134,106,51,3464,253,46,207,96,180,180,90,680,80,32,25,219,106,106,211
"73496",146.1129,-38.23674,1,127,107,49,3614,246,30,216,86,173,173,80,1050,113,48,23,326,174,174,310
"73497",146.7921,-38.44639,1,130,101,50,3388,236,35,201,124,173,173,85,788,75,43,15,220,159,159,206
"73498",146.8646,-38.30861,1,126,106,50,3489,237,29,208,139,171,171,81,812,79,46,14,230,168,168,205
"73499",145.0292,-37.78748,1,148,102,49,3786,263,55,208,141,196,196,99,698,73,46,15,207,144,144,161
"73500",145.1922,-37.76306,1,145,103,48,3838,264,52,212,138,194,194,95,817,83,50,16,235,155,155,207
"73501",146.1484,-38.42455,1,125,101,49,3442,237,34,203,87,169,169,80,1061,115,48,24,331,173,173,325
"73502",146.0576,-37.55594,1,106,110,47,4309,243,9,234,57,161,161,51,1627,209,56,35,579,213,213,572
"73503",143.8545,-37.07023,1,140,123,48,4610,286,30,256,90,199,199,82,542,64,30,24,171,94,100,168
"73504",146.9195,-38.29784,1,131,106,50,3475,240,32,208,143,175,175,85,733,72,42,14,211,154,154,182
"73505",146.3525,-38.5349,1,114,97,48,3414,223,25,198,69,158,158,69,1287,139,62,22,393,220,220,393
"73506",145.6425,-37.96828,1,133,105,48,3746,255,39,216,107,181,181,84,1110,118,54,21,343,188,188,309
"73507",145.7225,-37.95115,1,130,107,48,3797,255,34,221,105,179,179,81,1200,129,55,22,375,198,198,340
"73508",142.5418,-37.17389,1,129,119,49,4169,271,30,241,83,182,182,76,731,92,32,34,256,106,106,252
"73509",145.5979,-37.98037,1,133,104,48,3746,255,39,216,107,181,181,84,1103,117,54,21,339,187,187,309
"73510",142.1762,-38.06857,1,132,100,51,3208,242,48,194,96,174,174,91,757,96,31,30,261,108,108,256
"73511",146.2565,-38.93715,1,136,77,47,2941,225,63,162,99,175,175,99,997,115,40,29,330,155,155,330
"73512",145.599,-38.39674,1,138,94,48,3347,247,53,194,100,181,181,94,1026,111,45,25,318,164,164,313
"73513",145.681,-37.91464,1,118,103,47,3897,243,25,218,74,168,168,67,1438,156,61,24,454,226,226,435
"73514",146.3371,-37.95532,1,115,115,50,3864,243,15,228,90,165,165,65,1332,137,68,18,400,243,243,373
"73515",146.3337,-37.958,1,115,115,50,3864,243,15,228,90,165,165,65,1332,137,68,18,400,243,243,373
"73516",146.3397,-37.91928,1,115,115,50,3864,243,15,228,90,165,165,65,1332,137,68,18,400,243,243,373
"73517",146.3719,-37.87349,1,81,102,46,4071,210,-9,219,34,134,134,29,1802,205,78,26,580,275,275,567
"73518",147.4213,-38.04656,1,141,110,52,3443,248,40,208,154,185,185,96,652,70,34,16,195,136,136,157
"73519",147.6212,-37.83838,1,142,113,53,3475,251,40,211,156,186,186,96,710,82,34,20,216,142,142,173
"73520",141.5335,-37.95157,1,134,103,52,3132,246,49,197,94,175,175,94,793,106,27,37,294,101,101,294
"73521",144.9495,-37.54054,1,137,107,47,4092,264,40,224,109,190,190,85,695,70,45,15,205,138,138,180
"73522",145.0873,-37.56133,1,140,108,48,4066,267,43,224,134,192,192,88,721,72,46,15,211,142,142,180
"73523",146.3107,-38.21834,1,129,109,50,3598,247,30,217,105,175,175,82,919,96,45,21,280,161,161,262
"73524",142.4342,-37.6614,1,128,112,50,3717,258,36,222,87,176,176,81,703,84,33,26,230,109,109,219
"73525",143.7147,-37.89034,1,133,106,49,3759,255,41,214,106,182,182,85,606,65,35,19,189,110,110,165
"73526",143.7573,-37.87404,1,128,105,48,3805,251,36,215,101,178,178,79,677,74,39,20,212,121,121,188
"73527",141.9955,-37.38779,1,131,119,51,3806,268,36,232,89,181,181,83,668,86,26,34,236,91,91,231
"73528",145.5297,-38.58986,1,141,88,48,3117,242,61,181,108,181,181,100,920,103,39,28,297,141,141,297
"73529",145.7559,-37.96692,1,136,109,49,3764,260,39,221,111,184,184,87,1065,114,52,21,333,181,181,289
"73530",144.8017,-37.63597,1,142,104,48,3923,262,47,215,135,193,193,92,583,61,38,14,173,126,126,135
"73531",141.3106,-38.2128,1,136,85,51,2727,227,62,165,101,169,172,101,800,109,23,41,314,98,100,314
"73532",145.2992,-38.0307,1,145,99,48,3623,260,56,204,120,191,191,98,825,85,46,19,247,150,150,221
"73533",145.8595,-38.5628,1,135,93,48,3245,241,51,190,98,177,177,93,997,106,39,25,312,161,161,309
"73534",146.3469,-38.0619,1,126,114,50,3742,249,24,225,101,173,173,77,1070,111,48,19,319,200,200,289
"73535",141.4637,-38.1151,1,135,95,52,2946,236,55,181,97,174,174,97,815,108,25,39,307,104,104,307
"73536",141.8293,-38.1477,1,137,95,52,2992,238,56,182,98,176,176,98,773,102,28,35,279,103,103,279
"73537",141.3891,-37.3674,1,134,121,51,3742,271,37,234,92,182,182,86,693,92,22,40,262,83,83,257
"73538",144.098,-38.4437,1,137,89,48,3230,237,55,182,100,179,179,95,692,79,36,24,220,114,114,213
"73539",143.4924,-38.7622,1,137,78,48,2883,226,66,160,100,175,175,100,1002,125,42,32,347,144,144,347
"73540",143.4728,-38.7641,1,137,78,48,2883,226,66,160,100,175,175,100,1002,125,42,32,347,144,144,347
"73541",143.0779,-38.6464,1,137,87,49,3046,236,61,175,99,178,178,99,968,124,37,34,340,131,131,340
"73542",143.3381,-38.6003,1,134,87,49,3113,234,58,176,94,175,175,94,1047,131,42,32,362,147,147,362
"73543",143.5652,-37.6523,1,121,110,48,4016,252,27,225,92,173,173,70,754,87,38,24,242,122,122,223
"73544",143.5631,-37.6529,1,121,110,48,4016,252,27,225,92,173,173,70,754,87,38,24,242,122,122,223
"73545",143.7034,-37.7503,1,125,107,48,3893,251,32,219,97,176,176,75,711,79,39,21,225,123,123,201
"73546",143.9588,-37.7521,1,123,104,48,3892,247,32,215,96,174,174,74,746,81,45,18,233,137,137,206
"73547",144.2674,-37.3891,1,108,107,46,4273,244,12,232,60,163,163,54,1161,147,49,35,412,157,157,410
"73548",145.3684,-37.2999,1,127,112,46,4476,266,26,240,78,185,185,70,985,115,46,26,321,152,152,312
"73549",145.5295,-38.5853,1,141,88,48,3117,242,61,181,108,181,181,100,920,103,39,28,297,141,141,297
"73550",138.7124,-35.02177,1,138,109,49,3902,266,46,220,88,187,187,88,1011,156,30,50,412,99,99,412
"73551",141.1488,-38.11259,1,137,89,51,2848,232,59,173,100,174,174,100,803,111,25,42,317,97,97,317
"73552",141.1075,-38.1029,1,137,89,51,2836,232,60,172,101,174,174,101,792,110,25,42,314,95,95,314
"73553",140.1573,-37.5073,1,142,94,51,2992,245,63,182,104,181,181,104,722,119,19,54,322,70,70,322
"73554",145.9472,-41.71457,1,58,81,47,3073,161,-10,171,22,98,98,19,2337,277,97,28,773,354,354,766
"73555",146.8641,-36.88677,1,114,120,46,4814,262,4,258,61,176,176,53,1278,159,55,30,439,193,209,434
"73556",145.9372,-38.09641,1,133,109,49,3678,256,35,221,109,180,180,85,1060,113,50,22,331,178,178,293
"73557",138.8238,-35.01949,1,142,114,50,3917,273,48,225,93,192,192,93,825,123,24,51,338,78,78,338
"73558",145.1304,-37.91121,1,144,99,48,3697,259,54,205,118,191,191,96,843,88,50,17,243,157,157,218
"73559",145.9996,-37.89226,1,122,111,48,3835,249,22,227,78,170,170,72,1291,143,48,25,413,210,210,389
"73560",145.9994,-37.89227,1,122,111,48,3835,249,22,227,78,170,170,72,1291,143,48,25,413,210,210,389
"73561",145.9994,-37.89232,1,122,111,48,3835,249,22,227,78,170,170,72,1291,143,48,25,413,210,210,389
"73562",146.6261,-41.52236,1,109,99,49,3411,221,19,202,65,153,153,65,1028,137,44,33,371,149,149,371
"73563",144.1625,-37.85451,1,128,101,48,3754,246,37,209,101,176,176,80,693,72,45,15,211,137,137,182
"73564",144.2716,-37.39152,1,108,107,46,4273,244,12,232,60,163,163,54,1161,147,49,35,412,157,157,410
"73565",145.4,-37.9,1,129,101,47,3813,250,39,211,103,178,178,80,1177,120,60,19,350,205,205,327
"73566",145.9615,-41.65134,1,62,81,47,3089,165,-7,172,23,102,102,23,2232,272,92,29,749,331,331,749
"73567",138.6238,-35.10869,1,148,101,49,3741,267,61,206,109,196,196,101,809,121,23,50,331,79,79,326
"73568",138.6382,-35.19871,1,146,101,49,3657,263,59,204,100,193,193,100,835,124,24,50,340,82,82,340
"73569",145.3181,-37.85799,1,137,102,48,3796,258,46,212,111,186,186,88,1005,103,55,18,295,180,180,271
"73570",145.3575,-37.80994,1,133,103,47,3863,256,41,215,107,183,183,83,1095,113,58,20,326,190,190,301
"73571",146,-41.7,1,71,85,48,3098,174,-2,176,35,111,111,31,2065,252,86,29,696,308,308,691
"73572",138.7566,-35.02275,1,143,112,50,3896,271,49,222,93,192,192,93,870,131,25,51,356,82,82,356
"73573",145.0458,-37.23451,1,137,116,47,4452,275,32,243,88,194,194,80,708,79,40,21,221,127,127,213
"73574",145.1186,-38.18907,1,142,90,47,3437,248,60,188,117,186,186,97,835,89,46,20,249,147,147,237
"73575",145.2893,-37.86289,1,143,102,48,3768,262,51,211,117,191,191,94,910,92,51,17,264,165,165,245
"73576",145.6411,-37.77851,1,136,111,49,3938,264,38,226,110,187,187,85,1236,135,58,24,391,196,196,356
"73577",145.1944,-38.23853,1,144,90,47,3412,251,62,189,119,188,188,100,804,86,43,22,246,141,141,231
"73578",148.7103,-36.14789,1,88,120,46,4869,228,-31,259,56,150,150,25,1008,107,59,16,308,205,205,278
"73579",145.6411,-37.77847,1,136,111,49,3938,264,38,226,110,187,187,85,1236,135,58,24,391,196,196,356
"73580",145.5244,-38.00298,1,137,102,48,3679,256,45,211,112,184,184,89,1003,105,51,20,306,173,173,277
"73581",149.3885,-36.63143,1,100,119,49,4311,228,-14,242,120,51,154,43,776,83,49,16,217,156,201,176
"73582",143.8175,-37.59305,1,123,109,48,4021,253,29,224,95,175,175,72,738,83,41,22,235,126,126,211
