"","X","Y","Presence","Annual.Mean.Temperature","Mean.Diurnal.Range","Isothermality","Temperature.Seasonality","Max.Temperature.of.Warmest.Month","Min.Temperature.of.Coldest.Month","Temperature.Annual.Range","Mean.Temperature.of.Wettest.Quarter","Mean.Temperature.of.Driest.Quarter","Mean.Temperature.of.Warmest.Quarter","Mean.Temperature.of.Coldest.Quarter","Annual.Precipitation","Precipitation.of.Wettest.Month","Precipitation.of.Driest.Month","Precipitation.Seasonality","Precipitation.of.Wettest.Quarter","Precipitation.of.Driest.Quarter","Precipitation.of.Warmest.Quarter","Precipitation.of.Coldest.Quarter"
"69248",139.0201,-34.55536,1,135,122,50,4351,276,33,243,80,190,191,80,703,101,24,48,280,76,78,280
"69249",138.9451,-34.77185,1,137,120,50,4192,275,36,239,84,190,190,84,786,120,24,52,329,77,77,329
"69250",142.5083,-37.3591,1,123,117,49,4016,262,27,235,78,175,175,72,790,99,34,32,274,114,114,266
"69251",140.8127,-37.06461,1,143,125,52,3785,284,45,239,96,192,192,96,565,82,15,43,224,66,66,224
"69252",141.85,-37.16,1,137,125,51,4001,279,36,243,93,189,189,87,594,77,24,36,214,79,79,212
"69253",141.8472,-37.1613,1,137,125,51,4001,279,36,243,93,189,189,87,594,77,24,36,214,79,79,212
"69254",138.6324,-35.31116,1,145,98,50,3510,255,60,195,100,189,189,100,817,121,25,49,334,84,84,334
"69255",142.3319,-37.6011,1,131,113,50,3700,261,39,222,90,179,179,84,670,81,30,28,222,102,102,213
"69256",145.2213,-38.1616,1,143,94,48,3486,252,58,194,118,188,188,97,830,88,45,20,250,148,148,232
"69257",145.3158,-37.0011,1,137,120,47,4762,283,28,255,85,198,198,77,716,83,34,25,231,122,127,227
"69258",142.3291,-37.6025,1,131,113,50,3700,261,39,222,90,179,179,84,670,81,30,28,222,102,102,213
"69259",145.511,-37.615,1,129,109,47,4160,261,31,230,83,182,182,75,1212,136,56,24,380,191,191,364
"69260",138.6853,-34.97579,1,138,108,49,3935,266,47,219,88,188,188,88,994,153,30,49,400,101,101,400
"69261",140.9522,-36.63525,1,145,133,52,4027,292,41,251,101,197,197,95,532,71,20,39,197,66,68,196
"69262",144.1875,-37.2969,1,118,112,47,4343,257,19,238,64,174,174,64,911,114,41,33,313,131,131,313
"69263",138.6853,-34.97556,1,138,108,49,3935,266,47,219,88,188,188,88,994,153,30,49,400,101,101,400
"69264",140.9524,-36.63526,1,145,133,52,4027,292,41,251,101,197,197,95,532,71,20,39,197,66,68,196
"69265",138.67,-35.03,1,139,107,49,3883,266,49,217,90,188,188,90,996,152,30,49,400,101,101,400
"69266",140.9505,-36.60168,1,146,133,52,4058,293,42,251,95,198,198,95,527,70,20,40,194,65,68,194
"69267",138.67,-35.02847,1,139,107,49,3883,266,49,217,90,188,188,90,996,152,30,49,400,101,101,400
"69268",140.9507,-36.60165,1,146,133,52,4058,293,42,251,95,198,198,95,527,70,20,40,194,65,68,194
"69269",138.9787,-34.77117,1,136,121,50,4171,275,35,240,84,189,189,84,753,114,23,52,313,75,75,313
"69270",138.853,-34.75742,1,143,118,50,4173,279,43,236,90,196,196,90,731,110,21,51,303,71,71,303
"69271",145.1858,-37.6344,1,144,107,48,3980,268,47,221,137,195,195,93,754,75,47,17,221,146,146,186
"69272",139.0096,-34.69116,1,137,122,50,4256,276,34,242,83,191,191,83,708,105,23,49,288,74,77,288
"69273",138.6456,-35.32979,1,145,98,50,3510,255,60,195,100,189,189,100,817,121,25,49,334,84,84,334
"69274",138.6925,-34.97145,1,138,108,49,3935,266,47,219,88,188,188,88,994,153,30,49,400,101,101,400
"69275",138.5861,-35.03868,1,153,102,48,3869,275,64,211,113,202,202,104,688,102,20,48,280,68,68,274
"69276",138.815,-34.7238,1,145,117,49,4205,281,45,236,92,198,198,92,696,105,20,50,287,70,73,287
"69277",145.3042,-37.65417,1,138,108,48,4035,265,41,224,111,189,189,86,913,94,52,19,272,162,162,244
"69278",145.2141,-38.1327,1,143,94,48,3486,252,58,194,118,188,188,97,830,88,45,20,250,148,148,232
"69279",145.178,-38.147,1,143,93,48,3467,252,60,192,119,188,188,98,804,85,45,19,241,146,146,223
"69280",145.157,-38.158,1,145,92,47,3483,253,61,192,120,190,190,100,768,81,44,19,230,140,140,212
"69281",145.2886,-38.1283,1,143,94,47,3495,254,58,196,119,188,188,98,832,88,45,20,252,149,149,231
"69282",145.2761,-38.1175,1,144,96,48,3509,256,58,198,120,189,189,99,813,85,45,19,244,147,147,223
"69283",145.1763,-38.1727,1,143,91,47,3450,251,60,191,118,187,187,98,825,88,45,21,249,146,146,233
"69284",138.7543,-35.03929,1,143,112,50,3896,271,49,222,93,192,192,93,870,131,25,51,356,82,82,356
"69285",145.186,-38.118,1,146,94,47,3492,256,60,196,121,191,191,100,756,79,43,18,226,140,140,206
"69286",145.1688,-38.1288,1,143,93,48,3467,252,60,192,119,188,188,98,804,85,45,19,241,146,146,223
"69287",145.8608,-36.8094,1,122,115,44,4973,272,16,256,59,186,186,59,1119,146,41,36,407,159,166,407
"69288",151.4136,-29.30611,1,159,143,50,5095,294,11,283,221,127,221,90,760,97,35,33,275,124,275,128
"69289",138.576,-35.038,1,161,101,48,3850,279,70,209,120,210,210,112,555,81,18,45,221,61,65,218
"69290",145.2158,-38.1902,1,144,92,47,3448,253,61,192,120,189,189,99,802,85,43,21,244,143,143,226
"69291",138.4563,-35.49958,1,147,84,48,3223,243,70,173,106,188,188,106,770,117,23,50,323,80,80,323
"69292",151.8,-32.7833,1,178,101,48,3843,273,66,207,223,133,224,126,1124,128,54,25,362,197,318,268
"69293",151.8011,-32.78175,1,178,101,48,3843,273,66,207,223,133,224,126,1124,128,54,25,362,197,318,268
"69294",138.7459,-34.90912,1,142,112,49,4026,273,47,226,91,193,193,91,858,131,24,50,351,85,85,351
"69295",145.2808,-37.6944,1,143,107,48,3949,267,47,220,116,193,193,92,816,84,48,18,240,150,150,209
"69296",138.7569,-34.79045,1,148,115,49,4166,282,49,233,95,201,201,95,690,102,20,49,279,70,74,279
"69297",142.3355,-37.5536,1,124,113,50,3775,257,32,225,82,173,173,76,766,95,33,30,261,113,113,251
"69298",142.3347,-37.5522,1,124,113,50,3775,257,32,225,82,173,173,76,766,95,33,30,261,113,113,251
"69299",141.6491,-36.4569,1,143,137,52,4419,295,32,263,88,200,200,88,458,57,22,31,155,70,73,155
"69300",141.6488,-36.4577,1,143,137,52,4419,295,32,263,88,200,200,88,458,57,22,31,155,70,73,155
"69301",147.7786,-36.9091,1,96,118,47,4590,235,-15,250,66,153,153,36,1038,109,53,19,319,192,202,290
"69302",145.1972,-37.7305,1,145,105,48,3880,266,51,215,139,195,195,95,784,80,48,17,227,149,149,196
"69303",145.2133,-37.7141,1,145,106,48,3880,267,50,217,139,195,195,95,796,81,48,17,231,149,149,202
"69304",138.8377,-34.76003,1,143,118,50,4173,279,43,236,90,196,196,90,731,110,21,51,303,71,71,303
"69305",147.4667,-35.8333,1,135,129,45,5486,294,11,283,75,204,206,65,865,105,41,28,287,144,151,285
"69306",138.9866,-34.75097,1,136,121,50,4171,275,35,240,84,189,189,84,753,114,23,52,313,75,75,313
"69307",140.7908,-37.02551,1,144,126,52,3798,285,45,240,96,193,193,96,573,82,16,43,226,67,67,226
"69308",138.6917,-34.939,1,147,109,49,3991,276,54,222,97,198,198,97,796,120,23,49,320,79,79,320
"69309",145.2311,-37.7241,1,145,106,48,3880,267,50,217,139,195,195,95,796,81,48,17,231,149,149,202
"69310",138.6957,-35.15116,1,145,105,50,3727,266,56,210,98,193,193,98,843,124,24,50,342,82,82,342
"69311",138.6743,-34.97977,1,138,108,49,3935,266,47,219,88,188,188,88,994,153,30,49,400,101,101,400
"69312",138.6725,-35.3092,1,145,99,50,3499,256,60,196,100,189,189,100,797,117,24,49,324,82,82,324
"69313",138.6739,-35.30764,1,145,99,50,3499,256,60,196,100,189,189,100,797,117,24,49,324,82,82,324
"69314",138.4417,-35.42806,1,144,86,48,3299,244,67,177,102,186,186,102,818,125,25,50,342,85,85,342
"69315",138.443,-35.42674,1,144,86,48,3299,244,67,177,102,186,186,102,818,125,25,50,342,85,85,342
"69316",138.7292,-35.41722,1,153,95,51,3305,254,69,185,111,194,194,111,572,80,20,45,227,65,65,227
"69317",138.7306,-35.41572,1,152,97,51,3362,256,67,189,108,194,194,108,621,87,21,46,247,70,70,247
"69318",138.6749,-35.26583,1,142,101,50,3559,257,56,201,97,187,187,97,857,126,26,49,349,88,88,349
"69319",147.2677,-42.86529,1,117,95,51,3130,217,32,185,82,156,156,75,723,73,45,15,209,139,139,200
"69320",138.746,-35.3319,1,147,101,51,3503,259,61,198,102,191,191,102,736,105,23,47,295,79,79,295
"69321",138.7281,-35.34211,1,151,99,51,3435,258,65,193,107,194,194,107,660,93,22,46,263,74,74,263
"69322",138.79,-35.30108,1,151,102,51,3481,262,64,198,107,195,195,107,636,88,21,45,251,71,71,251
"69323",138.7938,-34.88676,1,134,115,50,4052,269,39,230,83,186,186,83,949,149,27,52,398,91,91,398
"69324",138.7658,-35.01905,1,143,112,50,3896,271,49,222,93,192,192,93,870,131,25,51,356,82,82,356
"69325",138.4861,-35.48026,1,150,85,49,3226,245,73,172,109,191,191,109,709,107,22,50,296,74,74,296
"69326",138.675,-35.13817,1,145,105,50,3727,266,56,210,98,193,193,98,843,124,24,50,342,82,82,342
"69327",138.6839,-35.03349,1,139,107,49,3883,266,49,217,90,188,188,90,996,152,30,49,400,101,101,400
"69328",138.4463,-35.53869,1,148,83,49,3174,241,72,169,107,187,188,107,765,117,23,51,322,79,81,322
"69329",138.8276,-34.70968,1,145,117,49,4205,281,45,236,92,198,198,92,696,105,20,50,287,70,73,287
"69330",138.916,-34.74768,1,143,119,50,4221,280,42,238,90,197,197,90,702,105,21,51,290,68,72,290
"69331",146.7122,-36.2605,1,130,118,44,5269,279,12,267,71,197,197,63,937,116,34,32,324,139,145,320
"69332",143.5302,-37.7047,1,124,110,49,3967,254,30,224,96,176,176,73,706,80,37,23,224,118,118,204
"69333",138.8261,-34.71111,1,145,117,49,4205,281,45,236,92,198,198,92,696,105,20,50,287,70,73,287
"69334",138.8089,-34.74259,1,145,117,49,4205,281,45,236,92,198,198,92,696,105,20,50,287,70,73,287
"69335",138.9799,-34.77211,1,136,121,50,4171,275,35,240,84,189,189,84,753,114,23,52,313,75,75,313
"69336",147.5527,-38.0569,1,142,107,52,3349,246,43,203,154,184,184,98,667,72,33,17,198,135,135,164
"69337",138.7252,-34.88092,1,142,112,49,4026,273,47,226,91,193,193,91,858,131,24,50,351,85,85,351
"69338",147.3833,-38.1819,1,140,106,52,3385,244,41,203,153,183,183,95,647,67,35,15,190,135,135,158
"69339",147.5513,-38.0563,1,142,107,52,3349,246,43,203,154,184,184,98,667,72,33,17,198,135,135,164
"69340",138.9186,-34.73306,1,136,120,50,4197,275,36,239,84,190,190,84,779,119,23,52,325,76,76,325
"69341",147.3825,-38.1811,1,140,106,52,3385,244,41,203,153,183,183,95,647,67,35,15,190,135,135,158
"69342",147.3822,-38.1808,1,140,106,52,3385,244,41,203,153,183,183,95,647,67,35,15,190,135,135,158
"69343",147.3836,-38.1813,1,140,106,52,3385,244,41,203,153,183,183,95,647,67,35,15,190,135,135,158
"69344",147.3833,-38.1811,1,140,106,52,3385,244,41,203,153,183,183,95,647,67,35,15,190,135,135,158
"69345",138.9197,-34.7518,1,137,120,50,4192,275,36,239,84,190,190,84,786,120,24,52,329,77,77,329
"69346",138.7718,-34.98747,1,136,112,50,3963,267,43,224,86,187,187,86,1000,156,28,52,415,94,94,415
"69347",138.92,-34.73172,1,136,120,50,4197,275,36,239,84,190,190,84,779,119,23,52,325,76,76,325
"69348",147.3827,-38.1813,1,140,106,52,3385,244,41,203,153,183,183,95,647,67,35,15,190,135,135,158
"69349",147.5519,-38.0563,1,142,107,52,3349,246,43,203,154,184,184,98,667,72,33,17,198,135,135,164
"69350",147.3819,-38.1816,1,140,106,52,3385,244,41,203,153,183,183,95,647,67,35,15,190,135,135,158
"69351",138.7253,-34.88083,1,142,112,49,4026,273,47,226,91,193,193,91,858,131,24,50,351,85,85,351
"69352",138.7058,-34.93611,1,147,109,49,3991,276,54,222,97,198,198,97,796,120,23,49,320,79,79,320
"69353",138.7783,-34.86361,1,145,114,49,4107,278,48,230,93,197,197,93,761,115,20,49,311,76,80,311
"69354",138.8201,-34.75422,1,139,116,49,4156,275,41,234,87,192,192,87,801,123,22,51,333,79,79,333
"69355",138.8783,-34.88534,1,137,118,50,4068,273,39,234,86,189,189,86,832,129,24,53,351,78,78,351
"69356",138.7071,-34.93461,1,147,109,49,3991,276,54,222,97,198,198,97,796,120,23,49,320,79,79,320
"69357",138.828,-34.78123,1,139,116,49,4156,275,41,234,87,192,192,87,801,123,22,51,333,79,79,333
"69358",138.8189,-34.75556,1,139,116,49,4156,275,41,234,87,192,192,87,801,123,22,51,333,79,79,333
"69359",138.9069,-34.87083,1,136,118,50,4101,273,38,235,85,189,189,85,831,129,24,53,351,79,79,351
"69360",138.9084,-34.86937,1,136,118,50,4101,273,38,235,85,189,189,85,831,129,24,53,351,79,79,351
"69361",138.7204,-35.08505,1,145,108,50,3792,269,55,214,97,194,194,97,819,120,24,49,331,79,79,331
"69362",147.4661,-38.1238,1,141,108,52,3375,246,42,204,153,183,183,96,658,70,34,16,195,136,136,161
"69363",147.4677,-38.1233,1,141,108,52,3375,246,42,204,153,183,183,96,658,70,34,16,195,136,136,161
"69364",138.592,-35.16721,1,155,99,49,3617,267,68,199,117,201,201,109,687,102,21,50,282,69,69,278
"69365",147.467,-38.123,1,141,108,52,3375,246,42,204,153,183,183,96,658,70,34,16,195,136,136,161
"69366",138.688,-35.09318,1,147,105,49,3772,269,57,212,99,195,195,99,824,122,23,50,333,79,79,333
"69367",147.4661,-38.1225,1,141,108,52,3375,246,42,204,153,183,183,96,658,70,34,16,195,136,136,161
"69368",147.4658,-38.1233,1,141,108,52,3375,246,42,204,153,183,183,96,658,70,34,16,195,136,136,161
"69369",147.4672,-38.1238,1,141,108,52,3375,246,42,204,153,183,183,96,658,70,34,16,195,136,136,161
"69370",138.7192,-35.08639,1,145,108,50,3792,269,55,214,97,194,194,97,819,120,24,49,331,79,79,331
"69371",138.6867,-35.09472,1,147,105,49,3772,269,57,212,99,195,195,99,824,122,23,50,333,79,79,333
"69372",147.5175,-38.0708,1,141,108,53,3354,245,42,203,154,183,183,97,663,72,33,17,198,135,135,162
"69373",147.52,-38.07,1,141,108,53,3354,245,42,203,154,183,183,97,663,72,33,17,198,135,135,162
"69374",147.5177,-38.0702,1,141,108,53,3354,245,42,203,154,183,183,97,663,72,33,17,198,135,135,162
"69375",147.4241,-38.1547,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69376",147.4222,-38.1544,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69377",141.6891,-37.0066,1,138,128,51,4076,282,34,248,93,190,190,86,583,76,23,37,212,76,76,210
"69378",147.5177,-38.0694,1,141,108,53,3354,245,42,203,154,183,183,97,663,72,33,17,198,135,135,162
"69379",147.5177,-38.0697,1,141,108,53,3354,245,42,203,154,183,183,97,663,72,33,17,198,135,135,162
"69380",141.413,-37.114,1,137,127,52,3938,280,36,244,93,188,188,87,630,83,21,40,236,76,76,234
"69381",141.27,-37.01,1,139,128,52,3951,283,37,246,89,190,190,89,609,81,20,40,228,74,74,228
"69382",147.5177,-38.0705,1,141,108,53,3354,245,42,203,154,183,183,97,663,72,33,17,198,135,135,162
"69383",141.7977,-37.0063,1,138,127,51,4103,282,34,248,93,191,191,86,573,74,24,36,206,77,77,204
"69384",147.5175,-38.0702,1,141,108,53,3354,245,42,203,154,183,183,97,663,72,33,17,198,135,135,162
"69385",144.8816,-37.0205,1,139,119,47,4662,281,29,252,87,198,198,79,665,77,35,24,214,119,122,209
"69386",147.5166,-38.0694,1,141,108,53,3354,245,42,203,154,183,183,97,663,72,33,17,198,135,135,162
"69387",147.4238,-38.1552,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69388",141.4883,-37.7616,1,132,109,52,3323,253,44,209,94,176,176,90,778,104,26,39,291,97,97,288
"69389",147.423,-38.155,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69390",141.3963,-38.2525,1,132,83,50,2727,222,59,163,97,165,168,97,843,114,23,41,329,103,108,329
"69391",147.4227,-38.1547,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69392",141.188,-36.927,1,140,129,52,4015,286,38,248,90,192,192,90,586,78,20,40,219,72,72,219
"69393",141.4277,-37.7608,1,131,108,51,3357,252,44,208,93,175,175,89,789,106,26,39,296,98,98,294
"69394",138.8247,-35.1629,1,140,111,51,3754,265,48,217,92,188,188,92,816,117,25,48,328,82,82,328
"69395",141.378,-37.249,1,137,124,51,3848,277,38,239,94,187,187,88,647,86,21,41,243,77,77,240
"69396",141.3422,-36.9697,1,138,129,52,4026,283,35,248,94,190,190,88,595,78,21,40,221,73,73,220
"69397",141.5038,-37.1144,1,136,127,51,3978,280,35,245,92,188,188,86,626,83,22,40,234,76,76,231
"69398",147.5175,-38.0705,1,141,108,53,3354,245,42,203,154,183,183,97,663,72,33,17,198,135,135,162
"69399",141.2827,-38.0516,1,136,93,51,2927,236,57,179,99,174,174,99,795,107,24,40,308,98,98,308
"69400",147.4525,-38.1255,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69401",147.4533,-38.1255,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69402",141.3069,-37.8033,1,137,106,52,3234,253,50,203,96,179,179,96,744,100,24,39,280,91,91,280
"69403",147.4516,-38.1263,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69404",147.453,-38.126,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69405",147.5572,-38.0625,1,142,107,52,3349,246,43,203,154,184,184,98,667,72,33,17,198,135,135,164
"69406",141.2225,-37.7213,1,138,108,51,3319,258,50,208,96,181,181,96,722,97,24,39,272,88,88,272
"69407",141.278,-38.035,1,136,96,52,2960,239,55,184,98,175,175,98,793,107,25,40,306,98,98,306
"69408",141.1047,-37.3552,1,137,120,51,3697,273,41,232,90,185,185,90,696,96,22,41,268,80,80,268
"69409",147.5566,-38.0627,1,142,107,52,3349,246,43,203,154,184,184,98,667,72,33,17,198,135,135,164
"69410",147.4225,-38.1555,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69411",141.2577,-38.0541,1,136,93,51,2927,236,57,179,99,174,174,99,795,107,24,40,308,98,98,308
"69412",141.3141,-37.6533,1,137,112,51,3437,262,46,216,98,182,182,93,710,96,23,39,269,87,87,265
"69413",141.1402,-37.4652,1,138,117,51,3548,270,44,226,93,184,184,93,691,94,23,41,262,82,82,262
"69414",147.558,-38.063,1,142,107,52,3349,246,43,203,154,184,184,98,667,72,33,17,198,135,135,164
"69415",141.3775,-37.3563,1,134,121,51,3742,271,37,234,92,182,182,86,693,92,22,40,262,83,83,257
"69416",147.5569,-38.0625,1,142,107,52,3349,246,43,203,154,184,184,98,667,72,33,17,198,135,135,164
"69417",141.275,-37.583,1,136,115,51,3534,266,44,222,97,182,182,92,700,94,23,39,264,85,85,260
"69418",141.0316,-37.7255,1,137,106,51,3271,254,49,205,95,179,179,95,734,101,23,41,285,86,86,285
"69419",141.0947,-37.1166,1,140,126,52,3868,282,40,242,91,190,190,91,619,85,20,41,236,75,75,236
"69420",141.3544,-37.2877,1,134,123,51,3816,274,37,237,92,184,184,86,682,91,22,41,258,81,81,255
"69421",147.4225,-38.1558,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69422",147.4519,-38.1263,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69423",147.5577,-38.0627,1,142,107,52,3349,246,43,203,154,184,184,98,667,72,33,17,198,135,135,164
"69424",141.258,-37.58,1,136,115,51,3534,266,44,222,97,182,182,92,700,94,23,39,264,85,85,260
"69425",147.5572,-38.0627,1,142,107,52,3349,246,43,203,154,184,184,98,667,72,33,17,198,135,135,164
"69426",141.0297,-37.2794,1,138,122,51,3756,276,40,236,90,186,186,90,675,95,21,42,263,79,79,263
"69427",147.4525,-38.1258,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69428",147.5572,-38.0622,1,142,107,52,3349,246,43,203,154,184,184,98,667,72,33,17,198,135,135,164
"69429",147.4238,-38.1555,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69430",147.4522,-38.1261,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69431",147.4533,-38.1261,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69432",141.0883,-37.3866,1,138,119,51,3653,273,43,230,92,186,186,92,688,95,22,41,264,80,80,264
"69433",147.4519,-38.1261,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69434",147.3722,-38.1852,1,140,107,52,3416,245,40,205,153,183,183,95,642,66,35,15,189,136,136,155
"69435",147.424,-38.155,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69436",147.558,-38.062,1,142,107,52,3349,246,43,203,154,184,184,98,667,72,33,17,198,135,135,164
"69437",147.5583,-38.0619,1,142,107,52,3349,246,43,203,154,184,184,98,667,72,33,17,198,135,135,164
"69438",147.5569,-38.0636,1,142,107,52,3349,246,43,203,154,184,184,98,667,72,33,17,198,135,135,164
"69439",141.2066,-37.7711,1,137,106,51,3258,254,50,204,95,179,179,95,741,100,24,40,282,89,89,282
"69440",141.1277,-37.5108,1,138,115,51,3544,268,45,223,98,184,184,93,696,95,23,40,264,83,83,263
"69441",141.135,-37.153,1,139,125,51,3840,280,39,241,90,189,189,90,635,87,21,41,242,76,76,242
"69442",141.0025,-37.2344,1,138,123,51,3764,277,40,237,90,187,187,90,665,94,21,42,259,78,78,259
"69443",147.5566,-38.0636,1,142,107,52,3349,246,43,203,154,184,184,98,667,72,33,17,198,135,135,164
"69444",147.3736,-38.1838,1,140,107,52,3416,245,40,205,153,183,183,95,642,66,35,15,189,136,136,155
"69445",147.373,-38.185,1,140,107,52,3416,245,40,205,153,183,183,95,642,66,35,15,189,136,136,155
"69446",147.4666,-38.1225,1,141,108,52,3375,246,42,204,153,183,183,96,658,70,34,16,195,136,136,161
"69447",147.4666,-38.1238,1,141,108,52,3375,246,42,204,153,183,183,96,658,70,34,16,195,136,136,161
"69448",147.4663,-38.1227,1,141,108,52,3375,246,42,204,153,183,183,96,658,70,34,16,195,136,136,161
"69449",144.5016,-37.0736,1,135,118,47,4592,277,27,250,84,193,193,76,668,78,37,25,215,117,122,208
"69450",147.4675,-38.1233,1,141,108,52,3375,246,42,204,153,183,183,96,658,70,34,16,195,136,136,161
"69451",147.4672,-38.1225,1,141,108,52,3375,246,42,204,153,183,183,96,658,70,34,16,195,136,136,161
"69452",147.4677,-38.1225,1,141,108,52,3375,246,42,204,153,183,183,96,658,70,34,16,195,136,136,161
"69453",147.468,-38.118,1,141,108,52,3375,246,42,204,153,183,183,96,658,70,34,16,195,136,136,161
"69454",147.4661,-38.1236,1,141,108,52,3375,246,42,204,153,183,183,96,658,70,34,16,195,136,136,161
"69455",147.3736,-38.1847,1,140,107,52,3416,245,40,205,153,183,183,95,642,66,35,15,189,136,136,155
"69456",147.3733,-38.1852,1,140,107,52,3416,245,40,205,153,183,183,95,642,66,35,15,189,136,136,155
"69457",147.4233,-38.1502,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69458",147.5558,-38.0588,1,142,107,52,3349,246,43,203,154,184,184,98,667,72,33,17,198,135,135,164
"69459",147.555,-38.059,1,142,107,52,3349,246,43,203,154,184,184,98,667,72,33,17,198,135,135,164
"69460",147.4225,-38.1508,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69461",147.5561,-38.0588,1,142,107,52,3349,246,43,203,154,184,184,98,667,72,33,17,198,135,135,164
"69462",147.5552,-38.0594,1,142,107,52,3349,246,43,203,154,184,184,98,667,72,33,17,198,135,135,164
"69463",147.42,-38.15,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69464",147.5555,-38.0591,1,142,107,52,3349,246,43,203,154,184,184,98,667,72,33,17,198,135,135,164
"69465",147.4227,-38.1502,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69466",147.5558,-38.0586,1,142,107,52,3349,246,43,203,154,184,184,98,667,72,33,17,198,135,135,164
"69467",147.5552,-38.0583,1,142,107,52,3349,246,43,203,154,184,184,98,667,72,33,17,198,135,135,164
"69468",147.4219,-38.1505,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69469",147.4219,-38.1511,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69470",147.5561,-38.0586,1,142,107,52,3349,246,43,203,154,184,184,98,667,72,33,17,198,135,135,164
"69471",147.4222,-38.1497,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69472",147.5547,-38.0594,1,142,107,52,3349,246,43,203,154,184,184,98,667,72,33,17,198,135,135,164
"69473",147.4213,-38.1497,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69474",147.5552,-38.0591,1,142,107,52,3349,246,43,203,154,184,184,98,667,72,33,17,198,135,135,164
"69475",147.423,-38.15,1,140,107,52,3372,245,41,204,153,183,183,96,650,68,34,15,192,135,135,158
"69476",138.9234,-34.72857,1,136,120,50,4197,275,36,239,84,190,190,84,779,119,23,52,325,76,76,325
"69477",138.8507,-34.74211,1,145,118,49,4200,282,44,238,92,198,199,92,680,101,20,50,279,67,71,279
"69478",138.676,-35.16943,1,144,104,50,3699,263,56,207,97,191,191,97,853,126,25,49,347,84,84,347
"69479",138.7263,-34.88926,1,142,112,49,4026,273,47,226,91,193,193,91,858,131,24,50,351,85,85,351
"69480",138.7122,-34.88449,1,142,112,49,4026,273,47,226,91,193,193,91,858,131,24,50,351,85,85,351
"69481",138.7199,-34.88283,1,142,112,49,4026,273,47,226,91,193,193,91,858,131,24,50,351,85,85,351
"69482",138.7308,-34.88304,1,142,112,49,4026,273,47,226,91,193,193,91,858,131,24,50,351,85,85,351
"69483",138.7199,-34.88193,1,142,112,49,4026,273,47,226,91,193,193,91,858,131,24,50,351,85,85,351
"69484",138.9705,-34.74434,1,137,121,50,4219,276,35,241,84,191,191,84,744,112,23,51,308,75,75,308
"69485",138.7111,-34.88537,1,142,112,49,4026,273,47,226,91,193,193,91,858,131,24,50,351,85,85,351
"69486",138.7308,-34.88574,1,142,112,49,4026,273,47,226,91,193,193,91,858,131,24,50,351,85,85,351
"69487",138.7089,-34.88533,1,142,112,49,4026,273,47,226,91,193,193,91,858,131,24,50,351,85,85,351
"69488",138.7232,-34.88379,1,142,112,49,4026,273,47,226,91,193,193,91,858,131,24,50,351,85,85,351
"69489",138.7178,-34.87829,1,142,112,49,4026,273,47,226,91,193,193,91,858,131,24,50,351,85,85,351
"69490",138.7167,-34.88097,1,142,112,49,4026,273,47,226,91,193,193,91,858,131,24,50,351,85,85,351
"69491",138.7156,-34.88185,1,142,112,49,4026,273,47,226,91,193,193,91,858,131,24,50,351,85,85,351
"69492",138.7166,-34.88187,1,142,112,49,4026,273,47,226,91,193,193,91,858,131,24,50,351,85,85,351
