"","X","Y","Presence","Annual.Mean.Temperature","Mean.Diurnal.Range","Isothermality","Temperature.Seasonality","Max.Temperature.of.Warmest.Month","Min.Temperature.of.Coldest.Month","Temperature.Annual.Range","Mean.Temperature.of.Wettest.Quarter","Mean.Temperature.of.Driest.Quarter","Mean.Temperature.of.Warmest.Quarter","Mean.Temperature.of.Coldest.Quarter","Annual.Precipitation","Precipitation.of.Wettest.Month","Precipitation.of.Driest.Month","Precipitation.Seasonality","Precipitation.of.Wettest.Quarter","Precipitation.of.Driest.Quarter","Precipitation.of.Warmest.Quarter","Precipitation.of.Coldest.Quarter"
"2258",147.78215,-36.5935,1,84,112,44,4840,225,-25,250,52,145,146,22,1373,152,61,25,445,227,236,414
"2259",147.95192,-36.85279,1,78,110,45,4583,212,-29,241,47,135,136,18,1329,145,65,21,418,239,244,367
"2260",148.986,-37.23838,1,100,111,48,4064,222,-6,228,118,151,151,47,843,88,59,11,237,198,198,209
"2261",145.32395,-37.60819,1,135,108,47,4089,264,38,226,107,187,187,82,963,101,55,20,289,168,168,264
"2262",145.26252,-37.61902,1,139,109,48,4080,267,42,225,112,191,191,87,850,86,50,18,252,155,155,222
"2263",144.26942,-37.17037,1,127,116,46,4504,269,22,247,77,184,185,70,761,92,39,29,252,119,129,250
"2264",148.58147,-37.46168,1,137,110,50,3716,250,33,217,152,183,183,88,929,96,61,14,264,189,189,242
"2265",148.85661,-37.70552,1,143,95,48,3410,244,50,194,106,186,186,99,983,101,60,14,285,193,193,272
"2266",148.73546,-37.47124,1,128,107,50,3731,240,26,214,122,174,174,79,962,100,63,14,270,195,195,257
"2267",145.80334,-37.8087,1,103,101,46,4039,231,12,219,57,155,155,51,1724,202,68,29,577,251,251,563
"2268",144.06249,-37.6727,1,120,104,47,3960,246,28,218,92,171,171,69,803,89,47,20,254,145,145,226
"2269",148.32155,-37.34781,1,108,114,49,4033,231,2,229,103,142,158,55,935,106,60,15,279,195,199,230
"2270",145.76428,-37.38072,1,117,107,45,4480,255,20,235,60,174,174,60,1408,184,49,36,508,185,185,508
"2271",146.6052,-37.2132,1,70,101,43,4589,208,-24,232,17,129,129,12,1587,187,62,30,529,218,218,522
"2272",144.1116,-37.3111,1,123,114,47,4371,262,22,240,75,179,179,68,786,96,37,29,261,120,120,258
"2273",148.65547,-37.2378,1,100,113,48,4157,225,-7,232,95,135,152,45,923,99,62,14,269,197,199,234
"2274",146.08697,-36.8933,1,112,112,44,4915,260,8,252,50,175,175,50,1211,158,44,35,433,168,168,433
"2275",145.29237,-37.6574,1,138,108,48,4035,265,41,224,111,189,189,86,913,94,52,19,272,162,162,244
"2276",149.01274,-37.2497,1,97,109,48,4070,218,-8,226,115,148,148,44,872,91,61,11,244,204,207,214
"2277",149.00514,-37.2802,1,98,108,48,4026,217,-6,223,115,148,148,45,898,93,62,11,250,208,210,223
"2278",144.0838,-38.3962,1,135,90,48,3270,236,52,184,97,177,177,92,706,80,37,24,222,117,117,215
"2279",144.1337,-38.4254,1,139,88,48,3234,238,56,182,102,181,181,97,669,75,36,23,210,113,113,203
"2280",144.127,-38.4282,1,139,88,48,3234,238,56,182,102,181,181,97,669,75,36,23,210,113,113,203
"2281",145.03173,-38.388,1,136,79,46,3206,233,62,171,103,178,178,95,1000,112,47,26,323,161,161,318
"2282",145.64622,-37.9889,1,133,105,48,3746,255,39,216,107,181,181,84,1110,118,54,21,343,188,188,309
"2283",147.3232,-38.2377,1,139,106,51,3401,244,40,204,152,182,182,94,647,66,36,15,190,138,138,156
"2284",145.3169,-37.9364,1,140,101,48,3710,258,50,208,115,188,188,92,930,95,51,18,275,167,167,250
"2285",146.11122,-37.852,1,101,107,47,4016,231,7,224,55,153,153,50,1675,190,69,26,546,258,258,526
"2286",146.06485,-37.8162,1,99,106,47,4066,230,6,224,53,152,152,47,1762,203,71,28,584,264,264,563
"2287",146.09926,-37.8288,1,89,101,45,4105,219,-1,220,42,141,141,36,1879,219,76,28,625,276,276,608
"2288",146.03912,-37.8178,1,111,110,48,4000,242,14,228,66,162,162,60,1536,175,59,27,506,233,233,487
"2289",144.37175,-37.463,1,116,107,47,4156,248,21,227,70,170,170,64,977,116,51,26,320,156,156,310
"2290",147.02945,-38.3473,1,134,104,51,3406,240,37,203,147,164,177,89,689,67,39,15,198,145,146,172
"2291",147.29587,-37.8997,1,138,116,52,3636,252,32,220,152,183,183,90,693,75,40,15,210,154,154,156
"2292",147.28072,-37.926,1,138,115,52,3642,252,33,219,153,184,184,90,665,71,39,15,201,148,148,149
"2293",145.87021,-37.8084,1,102,102,46,4056,232,11,221,56,155,155,51,1727,202,67,29,578,251,251,563
"2294",149.03415,-37.65177,1,143,92,48,3401,241,52,189,106,186,186,98,1023,105,64,14,296,202,202,286
"2295",145.67831,-37.55277,1,125,111,47,4220,260,26,234,78,179,179,71,1311,155,53,28,435,193,193,422
"2296",148.62969,-37.22935,1,100,113,48,4157,225,-7,232,95,135,152,45,923,99,62,14,269,197,199,234
"2297",148.29858,-37.39868,1,128,115,50,3913,247,21,226,144,161,177,76,901,101,60,15,269,186,191,221
"2298",145.924528,-37.81473,1,105,105,46,4035,235,11,224,59,157,157,53,1670,194,65,28,558,247,247,540
"2299",145.92921,-37.461713,1,101,102,44,4416,237,8,229,45,158,158,45,1719,227,57,38,628,214,214,628
"2300",141.64146,-38.196735,1,135,93,52,2899,233,56,177,97,173,173,97,838,111,27,37,311,109,109,311
"2301",146.493788,-38.422461,1,110,99,49,3504,222,20,202,65,155,155,65,1268,132,65,19,368,231,231,368
"2302",145.858625,-37.781439,1,116,108,47,4011,246,20,226,70,167,167,64,1500,172,57,27,497,224,224,479
"2303",145.803785,-37.445729,1,87,95,42,4494,221,-2,223,30,145,145,30,1853,242,62,38,677,229,229,677
"2304",145.772958,-37.621122,1,97,97,43,4316,229,7,222,47,152,152,42,1804,229,64,35,638,235,235,637
"2305",144.4344,-37.4326,1,110,106,46,4216,244,15,229,63,164,164,57,1103,135,53,31,377,163,163,371
"2306",148.384349,-37.627151,1,141,108,51,3542,249,40,209,154,185,185,94,896,90,55,15,254,180,180,230
"2307",148.691186,-37.652513,1,139,102,50,3515,244,41,203,100,183,183,93,962,97,60,14,273,191,191,259
"2308",148.764531,-37.635054,1,138,100,50,3484,242,42,200,100,182,182,92,981,100,61,14,279,194,194,267
"2309",149.081969,-37.65367,1,143,90,48,3374,240,53,187,107,186,186,99,1026,105,65,14,298,203,203,288
"2310",148.20685,-37.581908,1,128,111,50,3719,243,25,218,143,160,174,79,893,100,56,15,268,186,188,214
"2311",149.298486,-37.542968,1,140,85,46,3321,234,53,181,105,182,182,97,991,105,66,13,283,205,205,273
"2312",149.686053,-37.499721,1,150,72,45,3058,230,70,160,137,189,189,110,923,96,65,11,259,204,204,243
"2313",148.789477,-37.458152,1,120,108,49,3835,234,17,217,115,168,168,70,951,100,64,14,268,196,196,253
"2314",148.940388,-37.445603,1,133,104,49,3693,242,33,209,147,179,179,84,956,98,66,13,265,199,199,256
"2315",148.624025,-37.361788,1,118,113,50,3972,237,12,225,113,151,167,66,938,101,63,15,271,192,194,245
"2316",144.2786,-37.7507,1,123,100,47,3856,244,32,212,95,173,173,74,768,80,49,16,237,150,150,201
"2317",147.578599,-38.006742,1,142,109,53,3401,247,42,205,154,185,185,97,672,74,33,18,201,136,136,165
"2318",146.812772,-38.495268,1,132,100,50,3347,237,39,198,126,175,175,88,757,72,41,15,211,153,153,199
"2319",144.4271,-37.4568,1,110,106,46,4216,244,15,229,63,164,164,57,1103,135,53,31,377,163,163,371
"2320",147.289529,-37.912614,1,138,117,52,3652,254,32,222,153,184,184,90,680,73,40,15,206,152,152,152
"2321",144.3211,-37.4358,1,110,106,46,4221,243,14,229,62,164,164,56,1143,143,51,33,399,161,161,395
"2322",146.174044,-37.937345,1,120,114,50,3857,247,19,228,94,169,169,70,1274,133,55,21,395,218,218,372
"2323",145.446607,-37.50213,1,126,108,46,4274,259,29,230,78,181,181,71,1191,136,55,25,380,185,185,367
"2324",145.399803,-37.809776,1,134,104,48,3883,257,41,216,107,183,183,83,1097,112,57,20,329,189,189,303
"2325",143.41727,-38.61005,1,129,86,48,3141,229,53,176,89,171,171,89,1194,149,48,32,414,167,167,414
"2326",146.05914,-37.5235,1,112,114,47,4293,251,13,238,64,167,167,57,1511,197,52,35,542,197,197,537
"2327",146.37926,-37.81315,1,112,118,50,3998,244,10,234,86,163,163,60,1395,152,68,21,428,240,240,410
"2328",145.18735,-37.16635,1,120,110,45,4629,261,18,243,69,179,179,61,1013,125,43,31,348,148,148,346
"2329",146.84177,-38.28605,1,130,108,51,3519,242,31,211,143,175,175,84,748,73,43,14,215,156,156,186
"2330",145.58807,-37.77928,1,138,110,48,3949,266,40,226,112,189,189,87,1175,126,57,23,368,190,190,332
"2331",145.88892,-37.55537,1,103,102,44,4348,237,10,227,53,159,159,47,1728,223,59,36,618,222,222,617
"2332",146.99058,-37.01706,1,100,117,46,4679,244,-6,250,48,160,160,41,1284,152,56,27,422,201,201,415
"2333",144.00012,-38.37762,1,125,90,48,3323,230,44,186,87,169,169,82,854,100,41,26,277,132,132,271
"2334",146.49523,-37.12686,1,74,102,43,4674,213,-21,234,21,134,134,15,1572,191,59,32,537,209,209,532
"2335",145.85493,-37.85157,1,113,106,47,3971,241,18,223,68,164,164,62,1527,171,60,26,498,233,233,478
"2336",146.80819,-38.44551,1,130,101,50,3388,236,35,201,124,173,173,85,788,75,43,15,220,159,159,206
"2337",146.84283,-38.3248,1,126,106,50,3489,237,29,208,139,171,171,81,812,79,46,14,230,168,168,205
"2338",142.52313,-37.19846,1,118,118,49,4184,260,20,240,71,172,172,65,913,119,37,36,330,123,123,328
"2339",145.67977,-37.66678,1,91,95,43,4246,222,4,218,43,146,146,38,1864,231,69,33,648,251,251,644
"2340",145.85087,-37.74699,1,120,111,48,4045,252,22,230,75,172,172,68,1432,165,54,28,476,213,213,458
"2341",143.24061,-37.22942,1,117,117,48,4357,260,17,243,69,173,173,62,843,106,36,32,294,122,122,282
"2342",143.2076,-37.25708,1,123,118,48,4293,265,23,242,76,178,178,69,745,92,33,30,257,114,114,241
"2343",145.33956,-37.87337,1,122,99,46,3885,245,33,212,95,172,172,72,1310,140,68,20,388,228,228,363
"2344",146.38304,-37.07946,1,91,107,44,4745,234,-9,243,37,152,152,31,1425,179,52,33,496,192,192,491
"2345",146.68047,-37.2492,1,64,99,43,4603,201,-29,230,11,123,123,6,1610,187,64,29,532,224,224,523
"2346",146.30501,-37.73432,1,104,116,49,4087,239,5,234,58,156,156,51,1561,183,65,27,509,238,238,497
"2347",143.41857,-38.51181,1,132,90,49,3220,236,53,183,91,175,175,91,1063,132,43,32,365,151,151,365
"2348",145.49965,-37.82776,1,138,106,48,3878,263,43,220,112,188,188,88,1058,109,55,20,323,180,180,292
"2349",144.07213,-37.26388,1,127,116,47,4425,267,24,243,78,184,184,71,700,84,34,27,227,112,112,223
"2350",148.76388,-37.57356,1,126,103,49,3654,235,28,207,86,172,172,78,983,100,63,14,274,198,198,265
"2351",145.52921,-37.48204,1,110,101,44,4385,245,17,228,61,167,167,54,1507,189,57,33,524,204,204,522
"2352",145.76756,-37.56859,1,99,97,43,4363,232,9,223,44,156,156,44,1779,229,62,36,637,229,229,637
"2353",149.0456,-37.35813,1,121,106,49,3816,233,18,215,136,168,168,70,903,95,64,12,252,204,204,232
"2354",149.14096,-37.29696,1,129,105,49,3781,239,26,213,144,176,176,79,904,96,65,12,254,207,207,229
"2355",149.11926,-37.52806,1,138,95,48,3512,240,44,196,100,183,183,92,1000,102,68,14,281,206,206,272
"2356",148.00094,-36.82715,1,79,110,45,4615,213,-30,243,48,136,137,18,1349,149,67,21,426,245,249,370
"2357",148.74683,-37.47378,1,128,107,50,3731,240,26,214,122,174,174,79,962,100,63,14,270,195,195,257
"2358",146.33478,-37.95801,1,115,115,50,3864,243,15,228,90,165,165,65,1332,137,68,18,400,243,243,373
"2359",146.3179,-37.93718,1,115,114,50,3876,242,14,228,89,164,164,64,1358,142,65,20,414,239,239,389
"2360",145.86807,-37.81024,1,102,102,46,4056,232,11,221,56,155,155,51,1727,202,67,29,578,251,251,563
"2361",145.32282,-37.5577,1,134,109,47,4146,264,36,228,106,187,187,81,976,104,54,20,295,167,167,273
"2362",147.05969,-37.69309,1,122,120,51,3969,249,15,234,138,172,172,70,874,88,52,13,256,187,187,212
"2363",147.18789,-36.79605,1,83,110,44,4809,225,-22,247,29,144,144,22,1365,157,57,27,448,211,232,435
"2364",148.58016,-37.34544,1,123,114,50,3955,242,16,226,119,156,172,71,935,101,63,15,270,191,194,242
"2365",142.71918,-38.37458,1,135,97,50,3207,243,52,191,94,178,178,94,846,106,34,31,289,121,121,289
"2366",143.95118,-38.49688,1,120,88,47,3299,225,41,184,82,164,164,78,1038,126,47,30,348,151,151,345
"2367",141.43938,-38.15139,1,132,91,51,2865,231,55,176,96,167,170,96,841,111,25,39,321,107,108,321
"2368",141.01148,-38.01684,1,136,92,51,2906,234,57,177,99,174,174,99,799,111,25,43,318,93,93,318
"2369",141.73755,-38.20905,1,135,90,52,2871,231,58,173,98,173,173,98,822,109,28,37,304,108,108,304
"2370",141.67013,-38.00846,1,133,101,52,3089,242,49,193,93,173,173,93,798,106,28,36,289,105,105,289
"2371",141.11411,-38.02737,1,136,93,51,2910,236,56,180,99,174,174,99,797,110,25,42,314,95,95,314
"2372",141.73229,-38.20447,1,136,93,52,2897,234,57,177,98,174,174,98,810,107,27,36,296,106,106,296
"2373",145.42143,-37.47158,1,120,106,45,4321,255,24,231,72,176,176,65,1272,151,55,28,420,188,188,411
"2374",146.01311,-37.34013,1,117,114,46,4475,259,16,243,60,174,174,60,1375,184,47,37,502,177,177,502
"2375",148.0594,-37.01498,1,82,111,46,4431,213,-25,238,76,137,137,24,1192,126,64,18,366,230,235,313
"2376",146.15841,-37.52578,1,94,106,46,4378,230,0,230,44,150,150,38,1720,220,61,34,608,225,225,603
"2377",148.97617,-37.72493,1,147,90,48,3295,243,58,185,111,189,189,104,993,103,60,15,295,193,193,281
"2378",148.77685,-37.75524,1,146,95,49,3322,246,54,192,110,188,188,103,947,97,57,15,278,186,186,261
"2379",148.7789,-37.72489,1,143,97,50,3394,244,50,194,106,186,186,99,963,99,58,15,281,188,188,265
"2380",145.85749,-37.8609,1,113,106,47,3971,241,18,223,68,164,164,62,1527,171,60,26,498,233,233,478
"2381",144.1364,-38.3423,1,138,90,48,3284,239,54,185,113,181,181,96,647,71,36,22,202,112,112,191
"2382",149.19785,-37.66888,1,143,84,47,3294,236,58,178,108,185,185,100,1022,108,64,15,307,201,201,294
"2383",147.3051,-38.2418,1,139,106,51,3401,244,40,204,152,182,182,94,647,66,36,15,190,138,138,156
"2384",147.25035,-38.2372,1,138,107,52,3416,244,39,205,151,181,181,93,647,65,36,15,190,138,138,156
"2385",147.34831,-36.128,1,139,128,46,5375,296,18,278,80,206,208,70,875,104,37,28,294,142,148,288
"2386",144.23722,-37.8131,1,125,100,47,3800,244,35,209,98,174,174,77,748,77,48,15,228,149,149,195
"2387",144.07,-38.4253,1,133,89,48,3269,235,52,183,96,176,176,91,747,86,37,25,240,119,119,233
"2388",147.33732,-38.2323,1,140,106,52,3356,244,42,202,152,182,182,96,645,66,35,15,189,136,136,157
"2389",144.37108,-37.4717,1,116,107,47,4156,248,21,227,70,170,170,64,977,116,51,26,320,156,156,310
"2390",145.31918,-37.9365,1,140,101,48,3710,258,50,208,115,188,188,92,930,95,51,18,275,167,167,250
"2391",146.11617,-37.786,1,90,102,45,4148,221,-1,222,42,143,143,37,1862,219,74,29,624,270,270,607
"2392",146.09933,-37.8296,1,89,101,45,4105,219,-1,220,42,141,141,36,1879,219,76,28,625,276,276,608
"2393",146.22583,-37.6715,1,101,113,48,4139,236,3,233,54,154,154,48,1648,199,64,30,557,236,236,544
"2394",145.688053,-38.054894,1,139,105,48,3662,259,44,215,114,186,186,92,944,100,50,20,293,166,166,250
"2395",146.10407,-37.73451,1,94,105,46,4161,227,2,225,47,148,148,41,1800,215,70,30,610,258,258,594
"2396",146.04914,-37.4593,1,107,110,46,4369,246,10,236,58,163,163,52,1582,209,53,37,572,201,201,571
"2397",148.37516,-37.4991,1,132,112,50,3780,248,28,220,148,165,180,83,918,99,60,15,269,189,190,230
"2398",149.02324,-37.35305,1,128,106,49,3789,239,25,214,144,176,176,78,918,96,65,12,257,201,201,239
"2399",148.65593,-37.31782,1,108,113,49,4046,229,1,228,103,142,158,55,928,100,62,14,268,194,196,240
"2400",148.61762,-37.48628,1,136,109,50,3719,249,33,216,151,182,182,87,938,97,61,14,266,190,190,246
"2401",148.76648,-37.26119,1,106,112,48,4083,228,-1,229,101,140,157,52,887,94,60,13,253,191,192,228
"2402",148.52757,-37.18942,1,111,118,49,4194,237,0,237,106,145,163,55,905,99,59,14,266,189,195,229
"2403",148.55786,-37.22719,1,99,113,48,4157,224,-8,232,94,134,151,44,952,102,63,14,280,202,203,241
"2404",145.896642,-37.789966,1,108,106,47,4050,239,14,225,62,160,160,56,1633,192,62,29,548,238,238,533
"2405",145.990844,-37.59622,1,103,106,46,4272,238,8,230,54,158,158,48,1707,216,60,34,602,227,227,596
"2406",146.158479,-37.727054,1,88,103,46,4185,220,-3,223,40,142,142,35,1854,221,73,30,626,265,265,611
"2407",145.892397,-37.423131,1,85,95,42,4494,220,-4,224,28,143,143,28,1853,241,63,37,674,230,230,674
"2408",143.567572,-38.829278,1,131,76,48,2881,220,62,158,94,169,169,94,1137,142,48,32,397,162,162,397
"2409",141.673804,-38.224114,1,134,90,52,2844,229,57,172,97,171,171,97,840,112,28,37,314,109,109,314
"2410",141.717498,-38.209642,1,135,90,52,2871,231,58,173,98,173,173,98,822,109,28,37,304,108,108,304
"2411",149.555379,-37.480652,1,147,78,46,3185,233,64,169,133,188,188,105,929,98,63,12,257,202,202,244
"2412",147.304535,-38.242352,1,139,106,51,3401,244,40,204,152,182,182,94,647,66,36,15,190,138,138,156
"2413",144.3555,-37.4605,1,116,107,47,4156,248,21,227,70,170,170,64,977,116,51,26,320,156,156,310
"2414",146.524489,-38.431305,1,110,99,49,3486,221,19,202,86,154,154,64,1258,130,65,18,363,232,232,362
"2415",145.799373,-37.785545,1,113,106,47,4048,243,18,225,67,165,165,61,1558,180,60,28,517,231,231,501
"2416",145.709103,-37.709776,1,126,110,48,4024,257,28,229,81,177,177,74,1393,158,58,26,451,211,211,429
"2417",145.823992,-37.529069,1,102,100,44,4379,237,11,226,47,159,159,47,1712,222,58,37,617,218,218,617
"2418",145.844396,-37.440319,1,84,95,42,4491,219,-4,223,28,142,142,28,1865,242,63,37,678,231,231,678
"2419",146.139347,-37.789718,1,86,101,45,4170,217,-3,220,39,140,140,34,1875,221,75,29,628,271,271,612
"2420",149.269679,-37.661741,1,143,83,47,3266,235,59,176,109,185,185,101,1010,107,65,15,302,201,201,288
"2421",148.225063,-37.559918,1,127,111,50,3737,242,24,218,143,160,174,78,903,101,57,15,269,188,189,219
"2422",148.530625,-37.525077,1,137,109,50,3689,249,34,215,152,183,183,88,929,96,60,14,264,189,189,241
"2423",149.409195,-37.515951,1,139,84,46,3322,232,52,180,103,181,181,95,972,104,65,13,268,207,207,260
"2424",148.474891,-37.464625,1,129,111,50,3774,244,25,219,145,176,176,80,935,100,61,15,270,192,192,239
"2425",149.552136,-37.462772,1,147,78,46,3185,233,64,169,133,188,188,105,929,98,63,12,257,202,202,244
"2426",148.863531,-37.282054,1,92,108,48,4082,213,-12,225,87,143,143,38,945,98,64,12,267,211,211,238
"2427",148.998513,-37.289098,1,94,108,48,4041,214,-9,223,112,144,145,41,916,95,63,11,255,209,211,229
"2428",145.354806,-37.830568,1,133,103,47,3863,256,41,215,107,183,183,83,1095,113,58,20,326,190,190,301
"2429",146.328209,-38.176666,1,131,111,50,3622,250,31,219,108,177,177,84,903,94,44,20,275,158,158,256
"2430",145.377922,-37.77547,1,137,106,48,3928,262,43,219,111,188,188,87,1023,104,55,20,307,176,176,280
"2431",144.58176,-37.36912,1,116,108,46,4289,251,18,233,68,171,171,62,931,111,48,28,309,146,146,302
"2432",145.66281,-38.04151,1,131,104,48,3733,253,38,215,106,179,179,83,1110,117,54,21,341,188,188,310
"2433",145.69027,-37.456,1,130,116,47,4346,270,28,242,83,186,186,75,1099,130,46,27,362,166,166,351
"2434",145.39549,-37.96787,1,139,101,48,3700,257,48,209,113,186,186,91,968,99,52,19,291,172,172,263
"2435",146.82496,-36.68699,1,105,115,44,4988,253,-4,257,49,168,169,41,1289,160,50,32,449,189,206,444
"2436",142.54662,-37.24503,1,122,118,49,4135,264,25,239,76,176,176,70,827,106,35,35,294,116,116,289
"2437",145.66531,-37.84057,1,127,106,47,3885,253,32,221,101,177,177,77,1307,140,58,23,407,209,209,385
"2438",145.81296,-37.98815,1,128,108,48,3751,253,32,221,103,176,176,80,1194,129,54,22,374,200,200,334
"2439",143.65287,-38.64638,1,113,84,47,3175,215,39,176,73,155,155,73,1680,210,69,33,587,229,229,587
"2440",147.52044,-37.88844,1,139,113,53,3489,249,37,212,153,183,183,93,711,82,35,19,216,145,145,171
"2441",146.6799,-37.91169,1,132,120,51,3820,257,25,232,147,180,180,82,853,87,47,15,248,174,174,212
"2442",145.92344,-37.59535,1,112,109,46,4241,247,15,232,64,166,166,57,1572,197,55,33,552,212,212,544
"2443",145.54868,-37.87704,1,134,105,48,3804,257,40,217,108,182,182,84,1139,120,55,21,350,190,190,323
"2444",144.11099,-37.30899,1,123,114,47,4371,262,22,240,75,179,179,68,786,96,37,29,261,120,120,258
"2445",146.9838,-37.21537,1,90,113,46,4495,229,-12,241,40,148,148,33,1299,146,58,24,407,209,209,400
"2446",144.1157,-37.3037,1,123,114,47,4371,262,22,240,75,179,179,68,786,96,37,29,261,120,120,258
"2447",143.6555,-38.65533,1,113,84,47,3175,215,39,176,73,155,155,73,1680,210,69,33,587,229,229,587
"2448",147.81378,-36.73032,1,92,117,46,4737,233,-19,252,61,151,152,30,1200,129,57,22,380,209,218,351
"2449",148.86624,-37.50079,1,137,102,49,3589,244,38,206,97,182,182,89,979,99,64,14,274,198,198,265
"2450",148.7762,-37.47244,1,120,106,49,3791,232,18,214,114,167,167,70,965,100,64,14,270,198,198,258
"2451",149.51864,-37.52652,1,143,79,46,3220,231,60,171,109,184,184,101,953,102,63,13,264,204,204,255
"2452",147.86085,-36.63263,1,94,118,46,4813,237,-18,255,63,155,155,32,1221,133,58,23,390,209,219,363
"2453",148.71323,-37.28951,1,114,114,49,4060,236,7,229,110,148,165,61,909,97,60,14,260,189,192,239
"2454",148.80668,-37.23494,1,98,112,48,4129,221,-9,230,93,149,149,43,886,93,61,12,252,198,198,223
"2455",149.08684,-37.29793,1,116,107,49,3890,231,13,218,133,72,165,65,876,93,63,12,245,203,206,219
"2456",149.0941,-37.55915,1,143,92,48,3427,242,52,190,106,186,186,98,1018,104,66,15,293,205,205,283
"2457",144.5479,-37.5072,1,122,106,47,4080,251,27,224,93,175,175,70,853,95,50,20,269,155,155,243
"2458",145.3311,-37.5416,1,122,105,46,4248,254,27,227,75,177,177,68,1239,143,57,26,399,188,188,388
"2459",145.70941,-37.85367,1,127,108,48,3897,254,31,223,101,177,177,77,1318,142,57,24,415,210,210,389
"2460",144.39768,-37.46794,1,115,106,46,4155,247,20,227,68,168,168,62,1006,120,52,27,332,159,159,322
"2461",146.86688,-38.31131,1,126,106,50,3489,237,29,208,139,171,171,81,812,79,46,14,230,168,168,205
"2462",146.5134,-37.80026,1,102,115,49,4032,234,3,231,75,154,154,50,1458,159,71,21,444,248,248,430
"2463",149.30343,-37.5192,1,140,87,47,3375,235,50,185,103,182,182,95,977,103,66,13,273,205,205,264
"2464",149.56693,-37.44979,1,143,81,46,3257,231,57,174,128,184,184,100,935,100,64,13,256,208,208,241
"2465",149.79692,-37.46439,1,149,67,44,2960,224,73,151,137,187,187,110,929,95,66,11,263,207,207,246
"2466",148.94416,-37.6266,1,141,95,49,3422,241,48,193,103,184,184,96,1009,103,63,14,290,199,199,279
"2467",148.79508,-37.41087,1,115,109,49,3898,230,11,219,109,163,163,63,936,98,64,13,262,197,197,248
"2468",146.31642,-38.51443,1,113,96,48,3414,222,25,197,68,157,157,68,1289,140,62,22,395,218,218,395
"2469",146.12229,-37.55403,1,100,108,46,4303,236,4,232,51,155,155,45,1693,217,59,34,601,221,221,595
"2470",148.86904,-37.74126,1,145,94,49,3349,244,53,191,108,187,187,101,978,101,59,15,286,191,191,272
"2471",148.77656,-37.7545,1,146,95,49,3322,246,54,192,110,188,188,103,947,97,57,15,278,186,186,261
"2472",146.6017,-37.2054,1,78,104,44,4624,217,-19,236,25,137,137,19,1516,181,59,30,508,211,211,502
"2473",143.7041,-38.4931,1,130,94,49,3327,237,48,189,88,174,174,88,985,122,40,32,339,138,138,339
"2474",142.59958,-37.2924,1,106,115,48,4130,247,12,235,60,159,159,54,1051,136,41,36,380,142,142,373
"2475",147.27871,-38.2552,1,138,105,51,3383,243,40,203,151,181,181,93,649,65,36,15,190,137,137,159
"2476",148.91499,-37.2472,1,92,109,48,4105,214,-13,227,87,143,143,38,919,95,63,11,258,208,209,230
"2477",148.82641,-37.1145,1,98,116,48,4252,225,-12,237,118,133,151,42,837,88,57,12,241,191,197,204
"2478",145.20746,-37.2678,1,129,113,46,4480,268,27,241,80,187,187,72,902,105,44,26,293,144,144,286
"2479",145.2923,-37.6527,1,138,108,48,4035,265,41,224,111,189,189,86,913,94,52,19,272,162,162,244
"2480",145.33888,-37.6346,1,139,109,48,4009,267,42,225,112,190,190,87,901,93,52,19,270,160,160,240
"2481",149.20567,-37.65183,1,146,85,47,3277,239,60,179,111,187,187,103,1012,106,65,15,304,200,200,290
"2482",149.00214,-37.2601,1,98,108,48,4026,217,-6,223,115,148,148,45,898,93,62,11,250,208,210,223
"2483",148.98849,-37.278,1,94,108,48,4041,214,-9,223,112,144,145,41,916,95,63,11,255,209,211,229
"2484",144.0866,-38.3961,1,135,90,48,3270,236,52,184,97,177,177,92,706,80,37,24,222,117,117,215
"2485",147.20399,-38.2508,1,137,106,51,3430,243,38,205,150,168,180,92,654,65,37,15,191,138,139,160
"2486",145.19792,-37.8698,1,143,101,48,3746,261,53,208,118,191,191,95,860,88,50,17,247,160,160,225
"2487",145.19847,-38.3351,1,144,86,47,3285,246,65,181,120,187,187,102,801,89,40,26,251,136,136,239
"2488",146.22716,-37.645,1,100,113,48,4204,237,2,235,52,154,154,46,1660,206,63,31,572,231,231,559
"2489",147.29037,-37.9009,1,138,117,52,3652,254,32,222,153,184,184,90,680,73,40,15,206,152,152,152
"2490",144.3092,-37.405,1,109,107,46,4270,245,14,231,55,164,164,55,1151,145,51,34,405,159,159,405
"2491",145.88639,-38.6069,1,134,92,48,3220,239,51,188,98,176,176,93,994,108,38,26,314,159,159,313
"2492",145.89112,-37.33801,1,97,97,42,4569,234,5,229,39,156,156,39,1735,235,55,40,654,207,207,654
"2493",146.20373,-37.59663,1,90,105,46,4291,225,-3,228,41,145,145,35,1770,219,66,32,612,240,240,602
"2494",146.31053,-37.69525,1,108,118,49,4114,245,7,238,62,161,161,56,1485,177,61,27,488,223,223,479
"2495",146.08738,-37.7332,1,94,105,46,4161,227,2,225,47,148,148,41,1800,215,70,30,610,258,258,594
"2496",149.29249,-37.55342,1,140,85,46,3321,234,53,181,105,182,182,97,991,105,66,13,283,205,205,273
"2497",148.70745,-37.13802,1,112,119,49,4194,239,0,239,130,146,164,56,856,92,56,13,249,183,189,217
"2498",148.80772,-37.70956,1,144,95,49,3362,244,52,192,107,187,187,100,971,100,59,15,283,190,190,269
"2499",148.45499,-37.33639,1,115,114,50,4007,236,8,228,110,149,165,62,933,104,62,15,274,193,197,235
