"","X","Y","Presence","Annual.Mean.Temperature","Mean.Diurnal.Range","Isothermality","Temperature.Seasonality","Max.Temperature.of.Warmest.Month","Min.Temperature.of.Coldest.Month","Temperature.Annual.Range","Mean.Temperature.of.Wettest.Quarter","Mean.Temperature.of.Driest.Quarter","Mean.Temperature.of.Warmest.Quarter","Mean.Temperature.of.Coldest.Quarter","Annual.Precipitation","Precipitation.of.Wettest.Month","Precipitation.of.Driest.Month","Precipitation.Seasonality","Precipitation.of.Wettest.Quarter","Precipitation.of.Driest.Quarter","Precipitation.of.Warmest.Quarter","Precipitation.of.Coldest.Quarter"
"65690",140.7872,-37.69778,1,136,104,51,3278,253,50,203,95,179,179,95,730,102,22,44,289,81,81,289
"65691",151.53,-32.88,1,171,106,48,4029,272,55,217,217,124,219,116,1043,126,46,29,368,158,331,201
"65692",142.1019,-35.60778,1,157,141,50,4834,316,36,280,126,220,220,96,365,41,21,21,113,67,67,107
"65693",132.1967,-25.13633,1,209,162,47,6227,369,31,338,275,144,284,125,244,37,11,38,92,33,89,36
"65694",132.184,-25.03235,1,208,162,48,6197,367,30,337,273,143,282,124,255,38,11,37,96,34,93,38
"65695",140.2042,-33.70528,1,170,142,50,4967,325,44,281,139,207,234,107,234,25,14,14,66,50,54,59
"65696",147.7256,-37.64389,1,136,114,52,3672,250,32,218,151,182,182,88,819,92,47,16,250,176,176,186
"65697",152.8808,-30.655,1,186,113,51,3740,284,66,218,229,143,230,135,1484,204,46,42,589,168,516,245
"65698",132.1925,-25.13111,1,209,162,47,6227,369,31,338,275,144,284,125,244,37,11,38,92,33,89,36
"65699",143.0522,-33.94778,1,173,139,47,5369,329,38,291,140,212,241,103,317,32,21,12,90,72,72,79
"65700",140.7392,-27.70742,1,219,142,45,6283,374,61,313,290,186,297,135,178,28,6,44,75,28,66,34
"65701",142.75,-32.41666,1,185,139,47,5603,339,44,295,252,112,256,112,271,33,17,18,78,59,75,59
"65702",145.5,-28.5,1,204,142,46,5987,354,48,306,270,139,278,123,360,54,13,38,145,55,128,62
"65703",144.3085,-26.58714,1,221,144,45,6175,370,56,314,287,155,295,137,355,56,11,49,158,43,138,48
"65704",145.3016,-28.10851,1,204,144,46,5994,355,46,309,269,140,277,123,367,61,13,45,158,52,141,60
"65705",142.5833,-32.58334,1,183,138,47,5521,337,44,293,249,112,253,112,273,32,17,18,75,60,71,60
"65706",146.9167,-26.41667,1,197,149,48,5811,340,32,308,267,134,267,118,518,80,20,41,205,72,205,77
"65707",140.1638,-33.75899,1,170,142,50,4905,324,45,279,139,230,233,108,236,25,14,14,67,50,53,60
"65708",142.2669,-34.7524,1,166,139,48,5030,323,39,284,135,231,231,102,335,35,22,18,103,69,69,92
"65709",151.5533,-32.89305,1,175,104,48,3970,274,60,214,221,129,222,121,1053,128,47,29,373,160,329,207
"65710",148.3138,-27.50267,1,202,145,48,5684,345,45,300,264,140,271,125,525,76,24,34,188,83,188,85
"65711",144.6336,-27.9665,1,207,145,46,6113,360,46,314,274,141,282,125,342,54,13,43,145,49,126,56
"65712",145.5955,-30.55663,1,198,137,45,5856,349,50,299,265,134,271,120,348,47,17,28,123,66,102,67
"65713",133.2987,-23.81334,1,205,160,48,6083,363,32,331,277,143,277,123,293,37,11,37,110,41,110,47
"65714",129.4831,-29.48098,1,189,158,52,4939,344,42,302,248,134,248,122,173,19,10,20,52,32,52,37
"65715",139.3579,-25.91604,1,228,149,46,6171,384,64,320,296,162,303,145,181,32,4,48,80,26,74,31
"65716",151.9303,-32.02583,1,173,120,50,4169,284,48,236,221,125,223,117,1063,149,38,41,434,129,385,165
"65717",129.6029,-29.43933,1,190,159,52,4935,345,43,302,249,135,249,123,171,19,9,21,52,31,52,36
"65718",132.1945,-25.13262,1,209,162,47,6227,369,31,338,275,144,284,125,244,37,11,38,92,33,89,36
"65719",133.8861,-23.67694,1,208,162,48,6067,368,34,334,271,146,280,126,289,39,9,42,114,36,114,43
"65720",133.1705,-23.96976,1,205,160,48,6093,363,32,331,278,143,278,123,288,36,12,35,105,42,105,47
"65721",140.1358,-33.75611,1,170,142,50,4905,324,45,279,139,230,233,108,236,25,14,14,67,50,53,60
"65722",140.175,-33.70444,1,170,142,50,4967,325,44,281,139,207,234,107,234,25,14,14,66,50,54,59
"65723",140.1475,-33.30417,1,171,143,50,5082,327,42,285,139,209,236,106,212,23,15,12,58,49,54,49
"65724",140.1608,-33.75889,1,170,142,50,4905,324,45,279,139,230,233,108,236,25,14,14,67,50,53,60
"65725",140.1744,-33.70417,1,170,142,50,4967,325,44,281,139,207,234,107,234,25,14,14,66,50,54,59
"65726",143.2617,-35.92464,1,156,131,48,4928,309,37,272,124,220,220,94,388,43,23,20,122,75,75,109
"65727",150.4578,-35.35722,1,163,88,48,3423,250,68,182,193,123,205,117,1318,149,72,25,419,224,393,296
"65728",144.8528,-27.57278,1,208,145,46,6066,359,47,312,274,143,282,126,362,57,13,45,156,50,138,56
"65729",145.3628,-31.32537,1,187,132,44,5871,339,45,294,256,124,261,110,361,46,20,23,118,74,100,75
"65730",145.8206,-29.41972,1,203,143,46,5897,355,50,305,269,139,276,124,379,49,17,33,141,64,120,65
"65731",146.226,-34.10213,1,159,132,45,5749,316,23,293,121,232,232,84,502,51,31,15,143,108,108,135
"65732",145.7969,-28.23194,1,204,139,45,5963,352,49,303,270,140,278,124,375,58,16,37,147,61,132,65
"65733",140.1467,-33.76083,1,170,142,50,4905,324,45,279,139,230,233,108,236,25,14,14,67,50,53,60
"65734",144.091,-30.02809,1,203,140,45,6057,357,49,308,271,138,278,122,281,40,12,29,98,52,94,56
"65735",140.1206,-33.76194,1,170,142,51,4907,323,45,278,138,207,233,107,238,26,14,15,68,50,54,60
"65736",140.1242,-33.76278,1,170,142,51,4907,323,45,278,138,207,233,107,238,26,14,15,68,50,54,60
"65737",143.8042,-29.93168,1,200,139,45,6101,354,46,308,269,134,276,119,282,39,12,29,97,54,90,58
"65738",140.1239,-33.74722,1,170,142,50,4930,324,44,280,138,207,233,107,238,25,14,14,67,50,55,60
"65739",145.0722,-26.09,1,210,147,47,5993,354,44,310,273,145,281,128,445,72,15,49,198,54,179,58
"65740",145.0722,-26.09008,1,210,147,47,5993,354,44,310,273,145,281,128,445,72,15,49,198,54,179,58
"65741",145.2923,-31.31925,1,186,132,44,5888,338,43,295,255,122,260,109,364,46,20,23,118,75,101,76
"65742",143.8074,-29.94311,1,200,139,45,6101,354,46,308,269,134,276,119,282,39,12,29,97,54,90,58
"65743",141.3556,-34.15045,1,173,140,49,5042,329,45,284,141,209,237,108,273,29,18,16,82,56,57,74
"65744",140.1531,-33.75972,1,170,142,50,4905,324,45,279,139,230,233,108,236,25,14,14,67,50,53,60
"65745",145.3421,-31.29052,1,185,132,44,5892,337,43,294,254,108,259,108,372,47,21,23,121,78,103,78
"65746",145.3661,-31.28308,1,185,132,44,5892,337,43,294,254,108,259,108,372,47,21,23,121,78,103,78
"65747",145.1944,-28.11778,1,204,146,46,5995,357,45,312,270,140,278,124,371,62,13,46,160,51,142,60
"65748",144.6574,-24.72175,1,217,151,49,5655,359,52,307,275,156,282,139,474,77,12,54,212,50,200,57
"65749",138.7367,-35.41056,1,152,97,51,3362,256,67,189,108,194,194,108,621,87,21,46,247,70,70,247
"65750",145.3382,-31.28641,1,185,132,44,5892,337,43,294,254,108,259,108,372,47,21,23,121,78,103,78
"65751",133.7803,-24.17686,1,210,162,48,6148,370,36,334,283,147,283,127,256,33,9,38,97,35,97,41
"65752",140.5463,-33.58648,1,171,141,49,5079,327,43,284,140,208,236,106,240,25,16,12,67,52,55,60
"65753",145.7208,-33.2525,1,175,133,45,5783,329,35,294,177,248,248,99,388,40,25,15,110,89,89,94
"65754",152.4,-31.66,1,149,108,50,3927,250,34,216,195,103,196,96,1408,186,56,38,543,173,502,221
"65755",148.5681,-37.74465,1,147,102,50,3410,251,50,201,110,191,191,103,900,91,54,15,259,178,178,239
"65756",141.75,-36.78,1,142,132,51,4274,290,34,256,95,197,197,88,487,61,23,33,169,72,72,168
"65757",140.14,-33.76,1,170,142,50,4905,324,45,279,139,230,233,108,236,25,14,14,67,50,53,60
"65758",139.5736,-32.91361,1,158,148,50,5219,318,26,292,125,197,225,91,258,26,18,10,70,60,68,62
"65759",141.99,-35.46,1,159,141,50,4823,317,37,280,127,221,221,98,358,40,21,21,112,66,66,106
"65760",140.0383,-33.76649,1,169,142,50,4903,323,44,279,137,206,232,107,239,26,13,15,69,49,55,61
"65761",139.9975,-33.7512,1,169,141,50,4896,322,45,277,137,206,232,107,238,26,13,15,68,49,55,60
"65762",139.5644,-32.96944,1,156,147,50,5171,316,26,290,123,195,222,90,265,27,18,11,73,61,68,65
"65763",140.1275,-33.76232,1,170,142,50,4905,324,45,279,139,230,233,108,236,25,14,14,67,50,53,60
"65764",144.8362,-28.98985,1,204,144,46,6048,358,48,310,272,139,279,124,326,48,12,38,130,50,111,55
"65765",145.5271,-27.98699,1,205,141,46,6012,353,48,305,271,140,279,124,372,61,14,42,156,54,142,61
"65766",118.0096,-28.5604,1,205,145,46,6195,372,57,315,136,236,283,125,249,38,8,45,103,28,55,91
"65767",140.2133,-33.70454,1,171,142,50,4984,325,44,281,139,208,235,107,234,25,14,14,66,50,54,59
"65768",142.2932,-32.38985,1,185,137,46,5539,337,45,292,251,113,255,113,257,30,17,16,71,56,69,56
"65769",151.83,-32,1,165,121,50,4269,279,40,239,214,116,217,108,1095,154,40,41,443,135,400,167
"65770",145.9501,-30.09017,1,201,142,47,5802,354,52,302,268,138,274,125,372,44,18,27,131,68,114,71
"65771",142.2312,-29.47383,1,204,135,43,6224,359,51,308,275,137,281,122,235,34,11,33,87,43,79,45
"65772",141.42,-34.41,1,168,140,49,4991,325,42,283,137,229,232,104,300,32,19,18,92,60,60,84
"65773",145.53,-27.94,1,203,141,46,6007,351,46,305,269,138,277,122,381,62,15,42,158,57,144,63
"65774",143.93,-26.91,1,219,143,45,6250,370,55,315,286,151,294,134,335,57,11,52,153,43,139,48
"65775",145.01,-28.15,1,204,148,46,6014,360,44,316,270,141,278,123,367,63,12,46,159,49,139,59
"65776",145.54,-27.98,1,205,141,46,6012,353,48,305,271,140,279,124,372,61,14,42,156,54,142,61
"65777",145.58,-27.96,1,205,140,46,5983,352,48,304,270,140,278,124,377,61,15,41,156,57,141,63
"65778",140.1961,-33.69899,1,170,142,50,4967,325,44,281,139,207,234,107,234,25,14,14,66,50,54,59
"65779",132.1497,-28.43722,1,202,157,50,5453,359,48,311,267,142,267,128,181,28,8,32,67,29,67,30
"65780",146.19,-34.1,1,166,133,45,5728,322,29,293,128,239,239,92,452,45,29,14,127,100,100,119
"65781",145.68,-28.06,1,205,138,45,5991,352,50,302,270,141,279,124,384,61,16,38,152,61,138,66
"65782",141.79,-33.92,1,174,138,48,5154,331,44,287,142,210,240,107,282,29,18,14,83,58,60,75
"65783",144.1561,-28.82071,1,208,143,45,6153,362,50,312,276,141,284,125,306,45,11,37,120,49,104,55
"65784",132.1036,-28.45528,1,202,158,50,5420,359,48,311,267,143,267,129,181,27,8,31,67,29,67,30
"65785",145.52,-27.98,1,205,141,46,6012,353,48,305,271,140,279,124,372,61,14,42,156,54,142,61
"65786",144.83,-28.98,1,205,144,46,6027,358,48,310,272,140,279,124,324,48,11,38,130,49,111,55
"65787",151.4419,-32.93139,1,171,109,49,4096,275,53,222,218,124,221,116,1004,120,42,29,355,148,321,185
"65788",145.57,-27.96,1,205,140,46,5983,352,48,304,270,140,278,124,377,61,15,41,156,57,141,63
"65789",140.17,-33.7,1,170,142,50,4967,325,44,281,139,207,234,107,234,25,14,14,66,50,54,59
"65790",140.7,-32.49805,1,174,140,48,5397,329,39,290,242,104,242,104,231,27,15,19,67,47,67,47
"65791",142.2242,-34.23876,1,170,137,48,5150,326,41,285,139,207,236,104,299,31,20,15,89,61,66,79
"65792",140.4,-33.24,1,173,143,50,5131,329,43,286,201,211,239,107,216,22,15,12,58,49,56,49
"65793",144.6647,-27.81139,1,208,145,46,6130,361,47,314,275,143,284,126,343,55,13,44,147,48,129,55
"65794",140.7,-33.48,1,174,141,49,5120,329,44,285,142,211,239,108,234,24,16,11,64,52,55,57
"65795",146.1792,-34.04259,1,163,133,45,5749,320,27,293,126,237,237,89,470,47,30,14,133,103,103,124
"65796",140.3807,-34.27587,1,170,142,51,4793,323,46,277,138,228,231,108,254,28,15,19,76,50,50,72
"65797",148.2312,-27.9641,1,204,142,47,5734,346,49,297,266,126,274,126,507,76,24,34,184,83,183,83
"65798",145.6,-27.98,1,205,140,46,6026,352,48,304,270,139,278,123,379,61,15,41,155,57,141,63
"65799",140.1642,-33.70139,1,170,142,50,4951,324,44,280,139,207,233,107,234,25,14,14,66,50,54,59
"65800",140.22,-33.75,1,171,142,50,4942,325,45,280,140,231,234,108,235,25,14,14,66,50,53,60
"65801",145.1929,-28.11672,1,204,146,46,5995,357,45,312,270,140,278,124,371,62,13,46,160,51,142,60
"65802",146.4092,-30.15413,1,200,142,46,5862,354,49,305,267,136,274,123,397,49,19,29,142,70,128,72
"65803",145.2048,-28.11477,1,204,146,46,5995,357,45,312,270,140,278,124,371,62,13,46,160,51,142,60
"65804",145.4167,-31.58333,1,188,131,44,5851,339,46,293,256,124,262,111,356,44,20,23,116,72,100,73
"65805",140.1266,-33.70232,1,170,142,50,4951,324,44,280,139,207,233,107,234,25,14,14,66,50,54,59
"65806",151.75,-32.75,1,178,102,48,3866,275,65,210,223,133,225,126,1098,127,51,26,362,186,319,255
"65807",139.9414,-33.77667,1,169,141,50,4872,322,45,277,137,206,231,107,238,26,13,15,68,49,55,60
"65808",152.9833,-30.65,1,187,108,51,3666,280,71,209,229,144,230,136,1513,209,48,41,583,173,506,251
"65809",140.0847,-33.73444,1,170,142,50,4930,324,44,280,138,207,233,107,238,25,14,14,67,50,55,60
"65810",140.2,-33.7,1,170,142,50,4967,325,44,281,139,207,234,107,234,25,14,14,66,50,54,59
"65811",140.86,-37.18,1,142,123,52,3707,281,45,236,96,190,190,96,600,88,18,43,239,69,69,239
"65812",144.5833,-29.91667,1,202,141,45,6022,357,49,308,271,137,278,123,302,44,14,31,108,55,107,59
"65813",152.596,-31.952,1,180,104,51,3658,271,68,203,223,137,224,131,1321,183,56,34,473,191,386,279
"65814",145.5611,-29.59667,1,202,143,46,5896,355,49,306,269,138,276,124,359,45,16,32,131,63,113,65
"65815",145.75,-29.58333,1,202,143,46,5882,355,50,305,269,139,276,124,375,47,17,32,138,64,119,65
"65816",142.34,-37.49,1,132,116,50,3821,266,37,229,89,181,181,83,654,79,29,28,217,99,99,208
"65817",140.9053,-36.59472,1,146,133,52,4036,293,42,251,95,198,198,95,529,71,19,39,195,65,67,195
"65818",140.5339,-36.59861,1,149,129,53,3864,291,49,242,100,198,198,100,547,74,17,43,210,61,61,210
"65819",138.6,-35.03333,1,153,102,48,3869,275,64,211,113,202,202,104,688,102,20,48,280,68,68,274
"65820",140.5353,-36.59194,1,149,129,53,3864,291,49,242,100,198,198,100,547,74,17,43,210,61,61,210
"65821",146.5,-26.5,1,200,145,47,5889,342,35,307,263,136,270,120,496,78,20,43,204,67,197,71
"65822",145.632,-30.5651,1,197,138,46,5864,349,50,299,265,133,270,120,353,47,18,28,124,68,103,69
"65823",145.8307,-30.53573,1,198,138,46,5862,350,50,300,265,134,272,121,357,48,18,29,127,67,106,68
"65824",151.7886,-32.65611,1,177,107,49,3977,278,61,217,223,131,225,123,1082,127,50,28,375,174,336,238
"65825",145.7527,-30.56055,1,197,138,46,5850,349,50,299,264,134,271,120,354,48,17,29,126,67,104,69
"65826",145.5792,-27.98083,1,205,140,46,5983,352,48,304,270,140,278,124,377,61,15,41,156,57,141,63
"65827",145.6386,-30.56145,1,197,138,46,5864,349,50,299,265,133,270,120,353,47,18,28,124,68,103,69
"65828",146.95,-27.9667,1,203,144,46,5941,350,43,307,268,138,275,123,429,61,18,34,161,68,153,72
"65829",145.629,-30.56686,1,197,138,46,5864,349,50,299,265,133,270,120,353,47,18,28,124,68,103,69
"65830",145.5943,-30.55765,1,198,137,45,5856,349,50,299,265,134,271,120,348,47,17,28,123,66,102,67
"65831",146.1531,-29.24358,1,203,143,46,5935,355,49,306,270,125,277,125,381,49,18,33,142,64,127,64
"65832",145.6784,-30.55661,1,196,138,46,5877,348,49,299,263,132,270,118,356,48,18,28,125,68,104,69
"65833",145.4769,-26.63667,1,209,144,46,5993,354,45,309,273,127,281,127,400,67,15,46,168,54,158,54
"65834",145.1939,-28.11611,1,204,146,46,5995,357,45,312,270,140,278,124,371,62,13,46,160,51,142,60
"65835",140.16,-33.7,1,170,142,50,4951,324,44,280,139,207,233,107,234,25,14,14,66,50,54,59
"65836",145.5239,-27.99306,1,205,141,46,6012,353,48,305,271,140,279,124,372,61,14,42,156,54,142,61
"65837",145.8181,-30.52883,1,198,138,46,5862,350,50,300,265,134,272,121,357,48,18,29,127,67,106,68
"65838",150.2336,-35.83389,1,161,85,48,3261,243,67,176,191,123,201,117,1105,128,59,23,344,186,335,243
"65839",139.1167,-30.8266,1,180,144,46,5984,337,30,307,250,102,255,102,252,32,16,24,86,51,81,51
"65840",143.2233,-30.84389,1,196,139,45,6087,351,44,307,266,131,272,116,267,35,13,27,86,52,76,55
"65841",139.1187,-30.82858,1,180,144,46,5984,337,30,307,250,102,255,102,252,32,16,24,86,51,81,51
"65842",145.8037,-30.55505,1,197,138,46,5845,349,50,299,265,134,271,120,355,48,17,29,126,67,105,69
"65843",141.4397,-34.40972,1,168,140,49,4991,325,42,283,137,229,232,104,300,32,19,18,92,60,60,84
"65844",139.0561,-30.70014,1,182,143,46,6039,339,31,308,252,117,258,104,242,31,15,24,82,48,79,49
"65845",145.1014,-37.63611,1,142,106,48,3965,265,47,218,135,193,193,91,738,74,48,16,216,146,146,180
"65846",139.0025,-30.77419,1,180,144,46,5987,338,29,309,250,145,255,102,249,31,16,23,83,51,79,53
"65847",140.4744,-33.54444,1,172,142,50,5057,328,44,284,140,209,237,108,233,24,15,12,64,51,55,57
"65848",141.4339,-34.42694,1,166,140,49,4987,324,40,284,135,227,230,103,308,33,19,19,95,60,61,87
"65849",145.475,-33.99676,1,171,133,45,5668,326,35,291,175,228,243,98,394,41,23,14,109,88,94,94
"65850",143.14,-25.17694,1,230,147,47,5976,375,64,311,292,165,300,148,309,56,8,57,148,33,130,39
"65851",140.12,-33.76,1,170,142,51,4907,323,45,278,138,207,233,107,238,26,14,15,68,50,54,60
"65852",141.5608,-34.50333,1,166,140,49,4985,323,40,283,134,226,230,102,311,33,20,19,96,62,62,88
"65853",140.4431,-33.53694,1,172,142,50,5057,328,44,284,140,209,237,108,229,24,15,11,63,51,55,56
"65854",152.2186,-26.87277,1,186,134,52,4298,301,45,256,235,137,235,126,913,132,33,44,371,122,371,130
"65855",146.4883,-27.99778,1,205,142,46,5934,352,47,305,270,141,278,125,393,58,17,35,151,64,137,69
"65856",145.8842,-30.84889,1,193,135,45,5867,344,47,297,260,129,266,115,359,52,18,30,129,68,104,69
"65857",140.856,-27.70158,1,219,142,45,6288,374,61,313,290,186,297,135,179,28,6,46,77,27,66,34
"65858",144.63,-27.96,1,207,145,46,6113,360,46,314,274,141,282,125,342,54,13,43,145,49,126,56
"65859",145.3028,-27.94105,1,204,143,46,6009,354,45,309,269,139,277,123,373,61,14,43,159,53,142,60
"65860",142.7433,-23.7302,1,231,151,48,5694,375,66,309,289,170,297,152,319,72,7,69,159,27,158,30
"65861",143.5633,-34.6425,1,169,138,47,5280,325,36,289,137,236,236,100,366,38,24,14,107,80,80,92
"65862",152,-26.72,1,182,138,52,4451,302,38,264,234,132,234,120,837,113,32,41,327,118,327,124
"65863",146.4453,-26.43111,1,202,145,47,5878,342,36,306,264,138,271,121,500,77,20,44,205,67,199,70
"65864",146.2381,-34.22861,1,168,133,45,5684,324,32,292,131,225,241,95,433,43,29,12,121,97,97,112
"65865",139.5961,-25.08667,1,231,148,46,6084,384,67,317,297,166,304,149,196,38,4,56,93,25,85,30
"65866",146.4133,-26.07278,1,204,149,48,5807,345,37,308,266,141,273,124,513,78,21,43,207,71,205,72
"65867",146.4164,-26.07556,1,204,149,48,5807,345,37,308,266,141,273,124,513,78,21,43,207,71,205,72
"65868",134.7305,-23.2712,1,210,159,48,5991,367,39,328,272,149,281,129,305,51,8,52,137,35,133,41
"65869",146.25,-34.25,1,168,133,45,5696,324,32,292,131,225,241,95,440,44,29,13,123,97,98,115
"65870",143.33,-25.73,1,226,146,46,6108,373,60,313,291,160,298,142,309,53,8,54,144,33,125,41
"65871",146.4842,-27.99778,1,205,142,46,5934,352,47,305,270,141,278,125,393,58,17,35,151,64,137,69
"65872",140.1203,-33.75139,1,170,142,51,4907,323,45,278,138,207,233,107,238,26,14,15,68,50,54,60
"65873",138.43,-35.41,1,145,88,49,3341,246,67,179,103,188,188,103,800,122,24,51,333,82,82,333
"65874",146.0986,-26.32638,1,207,145,47,5887,348,41,307,269,143,276,126,486,78,19,45,200,66,199,67
"65875",145.0286,-25.97666,1,211,148,47,5940,355,45,310,274,147,281,130,449,73,14,51,202,53,183,59
"65876",151.65,-32.63,1,178,112,49,4098,284,58,226,225,130,227,122,990,124,45,30,355,152,327,201
"65877",142.3758,-32.42972,1,185,138,47,5517,337,45,292,251,113,255,113,264,32,18,18,73,58,71,58
"65878",144.4878,-27.81472,1,210,145,46,6148,363,49,314,277,144,285,127,331,52,13,44,141,48,123,54
"65879",138.53,-31.13528,1,180,144,47,5913,339,33,306,111,214,254,103,276,32,17,19,89,56,66,81
"65880",140.61,-34.28,1,170,142,50,4857,324,44,280,139,228,232,107,260,29,14,20,79,51,52,74
"65881",120.83,-27.97,1,203,138,43,6292,364,49,315,275,203,282,120,220,28,8,37,76,25,68,58
"65882",146.25,-33.91667,1,165,134,45,5762,322,27,295,128,239,239,91,467,48,30,14,132,102,102,121
"65883",139.97,-34.17,1,168,140,51,4711,319,47,272,115,225,228,108,264,28,13,20,78,50,53,74
"65884",145.4894,-27.97417,1,205,141,46,6002,353,48,305,270,140,279,124,368,60,14,43,155,53,141,60
"65885",145.58,-27.91,1,205,140,45,5992,352,47,305,270,140,278,124,379,61,15,41,155,57,141,63
"65886",145.6067,-30.55417,1,198,137,45,5856,349,50,299,265,134,271,120,348,47,17,28,123,66,102,67
"65887",136.6919,-33.05471,1,168,130,50,4639,308,49,259,116,226,226,107,315,35,16,28,104,52,52,103
"65888",141.5508,-34.50833,1,166,140,49,4985,323,40,283,134,226,230,102,311,33,20,19,96,62,62,88
"65889",141.8303,-34.63806,1,167,140,49,4972,325,41,284,136,228,231,104,311,33,20,18,96,62,63,87
"65890",144.9596,-35.77444,1,159,131,47,5233,312,34,278,125,226,226,92,432,45,25,16,126,88,88,119
"65891",136.5989,-33.08472,1,165,131,50,4608,307,48,259,114,223,223,106,339,38,17,30,114,54,54,114
"65892",118.9902,-25.76279,1,220,145,44,6464,383,56,327,295,219,300,134,217,40,2,67,96,10,82,57
"65893",145.6812,-30.27011,1,201,140,46,5817,353,52,301,267,138,274,124,354,44,17,28,125,66,107,68
"65894",143.1602,-33.81236,1,174,140,47,5392,330,38,292,141,242,242,104,315,32,21,12,88,72,72,78
"65895",142.75,-32.58334,1,183,140,47,5536,337,43,294,249,112,254,112,277,32,18,16,78,62,73,62
"65896",139.0839,-30.60028,1,180,143,46,6062,337,28,309,250,115,256,101,252,33,16,23,84,51,83,52
"65897",142.34,-34.69,1,167,139,48,5073,324,39,285,135,232,232,102,329,34,22,16,100,68,68,90
"65898",139.09,-30.60139,1,180,143,46,6062,337,28,309,250,115,256,101,252,33,16,23,84,51,83,52
"65899",148.5825,-32.27611,1,170,135,46,5632,320,29,291,236,96,241,96,657,74,42,17,199,144,193,144
"65900",150.9324,-29.91416,1,158,150,50,5440,302,3,299,225,86,225,86,769,105,38,31,280,136,280,136
"65901",140.1761,-33.70222,1,170,142,50,4967,325,44,281,139,207,234,107,234,25,14,14,66,50,54,59
"65902",140.1542,-33.75834,1,170,142,50,4905,324,45,279,139,230,233,108,236,25,14,14,67,50,53,60
"65903",142.2325,-31.78055,1,186,135,45,5720,339,43,296,254,112,258,112,242,31,15,20,76,49,74,49
"65904",145.2756,-16.59301,1,207,103,59,2455,290,116,174,230,179,234,172,1527,322,23,85,905,83,781,100
"65905",145.02,-26.05705,1,212,147,47,5978,356,46,310,275,147,283,130,442,72,14,51,198,52,179,57
"65906",142.2325,-34.25675,1,170,138,48,5126,326,41,285,139,207,236,105,299,31,20,15,89,61,66,79
"65907",145.0724,-26.09012,1,210,147,47,5993,354,44,310,273,145,281,128,445,72,15,49,198,54,179,58
"65908",147.4425,-24.86379,1,193,154,50,5310,333,30,303,255,135,255,120,656,107,19,52,292,76,292,84
"65909",146.2542,-34.25341,1,168,133,45,5696,324,32,292,131,225,241,95,440,44,29,13,123,97,98,115
"65910",146.2818,-34.21546,1,167,133,45,5698,323,31,292,130,224,240,94,447,45,30,13,126,100,100,116
"65911",140.0347,-33.76806,1,169,142,50,4903,323,44,279,137,206,232,107,239,26,13,15,69,49,55,61
"65912",140.0453,-33.76499,1,170,142,51,4897,323,45,278,138,207,233,107,237,25,14,14,67,50,54,60
"65913",140.12,-33.74611,1,170,142,50,4930,324,44,280,138,207,233,107,238,25,14,14,67,50,55,60
"65914",146.3021,-34.23285,1,168,133,45,5706,324,32,292,130,241,241,94,446,45,30,12,124,101,101,114
"65915",145.6985,-31.72894,1,186,129,44,5854,337,46,291,254,122,260,109,375,43,21,20,118,77,104,81
"65916",144.4086,-28.98139,1,206,143,45,6092,361,49,312,274,140,282,125,317,47,10,38,125,48,109,54
"65917",145.1931,-28.11583,1,204,146,46,5995,357,45,312,270,140,278,124,371,62,13,46,160,51,142,60
"65918",146.2612,-34.21831,1,167,133,45,5698,323,31,292,130,224,240,94,447,45,30,13,126,100,100,116
"65919",146.2834,-34.21418,1,167,133,45,5698,323,31,292,130,224,240,94,447,45,30,13,126,100,100,116
"65920",145.6096,-27.99005,1,205,140,46,6026,352,48,304,270,139,278,123,379,61,15,41,155,57,141,63
"65921",146.2484,-34.24034,1,168,133,45,5684,324,32,292,131,225,241,95,433,43,29,12,121,97,97,112
"65922",146.2157,-29.12893,1,204,143,46,5918,355,49,306,271,125,278,125,384,50,18,33,144,64,131,64
"65923",143.7114,-27.87611,1,217,142,44,6260,372,56,316,286,150,294,133,299,50,11,42,123,45,111,51
"65924",145.1933,-28.11611,1,204,146,46,5995,357,45,312,270,140,278,124,371,62,13,46,160,51,142,60
"65925",145.1936,-28.11778,1,204,146,46,5995,357,45,312,270,140,278,124,371,62,13,46,160,51,142,60
"65926",134.5406,-29.78889,1,200,150,49,5501,360,56,304,269,141,269,128,162,19,8,22,49,34,49,36
"65927",146.3077,-29.18559,1,203,143,46,5923,354,48,306,269,124,276,124,390,51,18,33,145,65,133,65
"65928",141.6092,-34.54611,1,165,140,49,4972,322,39,283,133,225,228,101,321,34,20,19,99,63,64,91
"65929",146.2383,-34.21563,1,168,133,45,5684,324,32,292,131,225,241,95,433,43,29,12,121,97,97,112
"65930",145.0133,-28.15917,1,204,148,46,6014,360,44,316,270,141,278,123,367,63,12,46,159,49,139,59
"65931",145.7144,-30.51778,1,197,138,46,5835,349,50,299,265,134,271,120,352,47,17,28,125,66,104,68
"65932",146.2896,-29.04032,1,204,143,46,5944,355,49,306,271,139,278,125,385,50,18,32,143,64,131,65
"65933",145.5333,-31.51667,1,187,130,44,5849,338,46,292,256,124,261,111,366,45,21,21,118,75,102,76
"65934",145.53,-31.52,1,187,130,44,5849,338,46,292,256,124,261,111,366,45,21,21,118,75,102,76
"65935",144.4058,-28.98333,1,206,143,45,6092,361,49,312,274,140,282,125,317,47,10,38,125,48,109,54
